"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_10","rna_16","rna_KI01","Mmean","value"
"chr4","EviAnn","gene",78413762,78478798,".","-",".","LOC_00008338","geneID=LOC_00008338","protein_coding","TTC39C:_Tetratricopeptide_repeat_protein_39C_(Homo_sapiens)",3746.5,0,0,0.439279,0.146426333333333,-2.771753063444
"chr4","EviAnn","gene",78499609,78713216,".","-",".","LOC_00008339","geneID=LOC_00008339","protein_coding","LAMA3:_Laminin_subunit_alpha-3_(Homo_sapiens)",6130,0,2.08542,0,0.69514,-0.524624531489465
"chr4","EviAnn","gene",78787211,78841426,".","+",".","LOC_00008341","geneID=LOC_00008341","protein_coding","NPC1:_NPC_intracellular_cholesterol_transporter_1_(Sus_scrofa)",6551.61,157.394,228.101,223.377,202.957333333333,7.66503265877064
"chr4","EviAnn","gene",78838560,78865627,".","-",".","LOC_00008342","geneID=LOC_00008342","protein_coding","RMC1:_Regulator_of_MON1-CCZ1_complex_(Homo_sapiens)",3601.4,213.518,195.846,178.425,195.929666666667,7.61419204941413
"chr4","EviAnn","gene",78871680,78886738,".","-",".","LOC_00008343","geneID=LOC_00008343","protein_coding","Riok3:_Serine/threonine-protein_kinase_RIO3_(Mus_musculus)",2835.57,227.545,236.866,202.199,222.203333333333,7.79573664892927
"chr4","EviAnn","gene",78958214,79075712,".","-",".","LOC_00008345","geneID=LOC_00008345","protein_coding","CABLES1:_CDK5_and_ABL1_enzyme_substrate_1_(Homo_sapiens)",29011,652.138,424.018,437.949,504.701666666667,8.97928704060319
"chr4","EviAnn","gene",79077713,79141487,".","-",".","LOC_00008346","geneID=LOC_00008346","protein_coding","RBBP8:_DNA_endonuclease_RBBP8_(Homo_sapiens)",6758,52.5472,81.3832,54.4847,62.8050333333333,5.97280827938727
"chr4","EviAnn","gene",79333546,79376892,".","-",".","LOC_00008348","geneID=LOC_00008348","protein_coding","GATA6:_Transcription_factor_GATA-6_(Gallus_gallus)",1680,1.34677,0,1.61583,0.987533333333333,-0.0180986489653765
"chr4","EviAnn","gene",79509817,79610689,".","-",".","LOC_00008350","geneID=LOC_00008350","protein_coding","MIB1:_E3_ubiquitin-protein_ligase_MIB1_(Homo_sapiens)",22289.6,3.60226,2.90414,2.1825,2.8963,1.53421104513391
"chr4","EviAnn","gene",79622107,79646084,".","+",".","LOC_00008352","geneID=LOC_00008352","protein_coding","ABHD3:_Phospholipase_ABHD3_(Bos_taurus)",2239,6.8553,5.64183,7.0607,6.51927666666667,2.70471190198653
"chr4","EviAnn","gene",79655949,79778286,".","+",".","LOC_00008353","geneID=LOC_00008353","protein_coding","ESCO1:_N-acetyltransferase_ESCO1_(Homo_sapiens)",14719,7.59138,4.65012,3.55206,5.26452,2.39630199750205
"chr4","EviAnn","gene",79689275,79918594,".","-",".","LOC_00008354","geneID=LOC_00008354","protein_coding","GREB1L:_GREB1-like_protein_(Homo_sapiens)",10241,40.5264,33.6597,35.3789,36.5216666666667,5.19068069911611
"chr4","EviAnn","gene",79918710,80101188,".","+",".","LOC_00008356","geneID=LOC_00008356","protein_coding","ROCK1:_Rho-associated_protein_kinase_1_(Oryctolagus_cuniculus)",4191.7,18.7844,16.3063,10.6285,15.2397333333333,3.92976575349002
"chr4","EviAnn","gene",80106869,80138072,".","+",".","LOC_00008358","geneID=LOC_00008358","protein_coding","USP14:_Ubiquitin_carboxyl-terminal_hydrolase_14_(Homo_sapiens)",4960.69,260.343,208.294,232.418,233.685,7.86842132175538
"chr4","EviAnn","gene",80109047,80170727,".","-",".","LOC_00008359","geneID=LOC_00008359","protein_coding","Thoc1:_THO_complex_subunit_1_(Mus_musculus)",8828.67,180.247,157.849,185.283,174.459666666667,7.4467497280676
"chr4","EviAnn","gene",80359971,80412602,".","+",".","LOC_00008361","geneID=LOC_00008361","protein_coding","CLUL1:_Clusterin-like_protein_1_(Canis_lupus_familiaris)",2440.38,0,1.66731,0.579977,0.749095666666667,-0.41677811851027
"chr4","EviAnn","gene",80419071,80434671,".","+",".","LOC_00008362","geneID=LOC_00008362","protein_coding","TYMS:_Thymidylate_synthase_(Homo_sapiens)",1314.21,26.77,5.65573,21.0047,17.8101433333333,4.15462722196458
"chr4","EviAnn","gene",81379826,81438314,".","-",".","LOC_00008367","geneID=LOC_00008367","protein_coding","METTL4:_N(6)-adenine-specific_methyltransferase_METTL4_(Homo_sapiens)",5673.99,50.4321,39.4959,47.8292,45.9190666666667,5.52102141353302
"chr4","EviAnn","gene",81493955,81642323,".","+",".","LOC_00008369","geneID=LOC_00008369","protein_coding","SMCHD1:_Structural_maintenance_of_chromosomes_flexible_hinge_domain-containing_protein_1_(Homo_sapiens)",15040,2.38206,1.6753,2.03133,2.02956333333333,1.02116936061224
"chr4","EviAnn","gene",81651447,81703499,".","+",".","LOC_00008370","geneID=LOC_00008370","protein_coding","EMILIN2:_EMILIN-2_(Homo_sapiens)",4715.28,265.163,234.052,289.016,262.743666666667,8.03751217878153
"chr4","EviAnn","gene",81663438,81761421,".","-",".","LOC_00008371","geneID=LOC_00008371","protein_coding","Lpin2:_Phosphatidate_phosphatase_LPIN2_(Mus_musculus)",21793.7,29.5349,29.8334,16.3563,25.2415333333333,4.65772764646001
"chr4","EviAnn","gene",81789928,81914214,".","-",".","LOC_00008372","geneID=LOC_00008372","protein_coding","MYOM2:_Myomesin-2_(Homo_sapiens)",1478,1.558,3.10288,12.8726,5.84449333333333,2.5470779610836
"chr4","EviAnn","gene",81970542,81999063,".","+",".","LOC_00008374","geneID=LOC_00008374","protein_coding","Homeobox_protein_AKR_(Gallus_gallus)",17253.8,106.078,95.9733,113.639,105.2301,6.71740362168138
"chr4","EviAnn","gene",82014757,82195081,".","-",".","LOC_00008375","geneID=LOC_00008375","protein_coding","DLGAP1:_Disks_large-associated_protein_1_(Homo_sapiens)",3938,3.21226,1.85297,3.8671,2.97744333333333,1.57407405099554
"chr4","EviAnn","gene",82694265,82727044,".","-",".","LOC_00008379","geneID=LOC_00008379","protein_coding","ZBTB14:_Zinc_finger_and_BTB_domain-containing_protein_14_(Gallus_gallus)",6966.92,20.1134,18.2163,6.81971,15.0498033333333,3.91167272925582
"chr4","EviAnn","gene",83978927,84595545,".","+",".","LOC_00008387","geneID=LOC_00008387","protein_coding","Ptprm:_Receptor-type_tyrosine-protein_phosphatase_mu_(Mus_musculus)",5617,5.17635,11.096,16.926,11.0661166666667,3.4680771337513
"chr4","EviAnn","gene",84674402,84702410,".","+",".","LOC_00008388","geneID=LOC_00008388","protein_coding","Rab12:_Ras-related_protein_Rab-12_(Mus_musculus)",3182,0.670658,0.523976,0,0.398211333333333,-1.32839381327867
"chr4","EviAnn","gene",84731772,84875286,".","+",".","LOC_00008389","geneID=LOC_00008389","protein_coding","Mtcl1:_Microtubule_cross-linking_factor_1_(Mus_musculus)",6947,0.296961,0.68568,1.7226,0.901747,-0.149205376533316
"chr4","EviAnn","gene",84962463,84982837,".","+",".","LOC_00008390","geneID=LOC_00008390","protein_coding","NDUFV2:_NADH_dehydrogenase_[ubiquinone]_flavoprotein_2,_mitochondrial_(Pan_troglodytes)",4246.78,3026.12,2371.23,2394.56,2597.30333333333,11.3427987976929
"chr4","EviAnn","gene",84988285,85075347,".","+",".","LOC_00008391","geneID=LOC_00008391","protein_coding","ANKRD12:_Ankyrin_repeat_domain-containing_protein_12_(Homo_sapiens)",21148.6,1171.65,830.824,851.585,951.353,9.89383694290584
"chr4","EviAnn","gene",85153092,85198570,".","-",".","LOC_00008394","geneID=LOC_00008394","protein_coding","PPP4R1:_Serine/threonine-protein_phosphatase_4_regulatory_subunit_1_(Homo_sapiens)",7691.97,35.0388,35.1744,21.6495,30.6209,4.93644478159362
"chr4","EviAnn","gene",85223875,85292280,".","+",".","LOC_00008396","geneID=LOC_00008396","protein_coding","Rab31:_Ras-related_protein_Rab-31_(Rattus_norvegicus)",4562,1.37689,1.05923,0.552701,0.996273666666667,-0.00538600388755518
"chr4","EviAnn","gene",85301027,85342885,".","+",".","LOC_00008397","geneID=LOC_00008397","protein_coding","VAPA:_Vesicle-associated_membrane_protein-associated_protein_A_(Pongo_abelii)",10734,16.3976,11.0375,14.3511,13.9287333333333,3.79999216138305
"chr4","EviAnn","gene",85346866,85385308,".","-",".","LOC_00008399","geneID=LOC_00008399","protein_coding","APCDD1:_Protein_APCDD1_(Gallus_gallus)",2709,9.55914,20.2029,13.4111,14.3910466666667,3.84709961857752
"chr4","EviAnn","gene",85771874,86142095,".","-",".","LOC_00008402","geneID=LOC_00008402","protein_coding","Piezo2:_Piezo-type_mechanosensitive_ion_channel_component_2_(Mus_musculus)",8508,0.241231,0.278546,0,0.173259,-2.52899779927451
"chr4","EviAnn","gene",86417167,86616858,".","+",".","LOC_00008403","geneID=LOC_00008403","protein_coding","Gnal:_Guanine_nucleotide-binding_protein_G(olf)_subunit_alpha_(Mus_musculus)",1651.23,98.8765,61.2652,70.3376,76.8264333333333,6.26353087299069
"chr4","EviAnn","gene",86618002,86641574,".","-",".","LOC_00008404","geneID=LOC_00008404","protein_coding","MPPE1:_Metallophosphoesterase_1_(Gallus_gallus)",3906.42,50.7532,30.1788,20.2648,33.7322666666667,5.07605735954901
"chr4","EviAnn","gene",86641634,86659916,".","-",".","LOC_00008405","geneID=LOC_00008405","protein_coding","function_unknown",2233.59,61.8609,33.452,26.8625,40.7251333333333,5.34784751700277
"chr4","EviAnn","gene",86651942,86671043,".","+",".","LOC_00008406","geneID=LOC_00008406","protein_coding","ZBED5:_Zinc_finger_BED_domain-containing_protein_5_(Bos_taurus)",2264,6.77266,4.45921,3.14426,4.79204333333333,2.2606409541414
"chr4","EviAnn","gene",86692925,86698931,".","+",".","LOC_00008407","geneID=LOC_00008407","protein_coding","Transposable_element_Tcb2_transposase_(Caenorhabditis_briggsae)",2823,0,0,2.81748,0.93916,-0.0905571313185941
"chr4","EviAnn","gene",86736278,86750659,".","+",".","LOC_00008409","geneID=LOC_00008409","protein_coding","Tubulin_beta-5_chain_(Gallus_gallus)",2744,16.4992,25.3613,27.4007,23.0870666666667,4.52901297764492
"chr4","EviAnn","gene",86784124,86843812,".","+",".","LOC_00008411","geneID=LOC_00008411","protein_coding","prelid3a:_PRELI_domain_containing_protein_3A_(Xenopus_laevis)",8946,6.64576,6.08629,10.4139,7.71531666666667,2.94772537183865
"chr4","EviAnn","gene",86821145,86938806,".","-",".","LOC_00008412","geneID=LOC_00008412","protein_coding","Spire1:_Protein_spire_homolog_1_(Mus_musculus)",2093.83,50.5135,109.279,32.5207,64.1044,6.0023514788815
"chr4","EviAnn","gene",86972417,86994935,".","+",".","LOC_00008415","geneID=LOC_00008415","protein_coding","PSMG2:_Proteasome_assembly_chaperone_2_(Homo_sapiens)",2717.27,88.1328,90.922,77.7203,85.5917,6.41939899724498
"chr4","EviAnn","gene",86978205,87027550,".","-",".","LOC_00008416","geneID=LOC_00008416","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",12707,444.727,241.545,339.55,341.940666666667,8.41760220104978
"chr4","EviAnn","gene",86994903,87027567,".","-",".","LOC_00008417","geneID=LOC_00008417","protein_coding","PTPN2:_Tyrosine-protein_phosphatase_non-receptor_type_2_(Homo_sapiens)",5083.87,487.438,253.747,297.14,346.108333333333,8.4350798678107
"chr4","EviAnn","gene",86995205,87027545,".","-",".","LOC_00008418","geneID=LOC_00008418","protein_coding","function_unknown",23564,149.637,79.0332,82.5059,103.725366666667,6.69662494688544
"chr4","EviAnn","gene",87053218,87150991,".","+",".","LOC_00008420","geneID=LOC_00008420","protein_coding","CEP192:_Centrosomal_protein_of_192_kDa_(Homo_sapiens)",7837.5,0,0.321406,0,0.107135333333333,-3.22249373414545
"chr4","EviAnn","gene",87164138,87622476,".","+",".","LOC_00008422","geneID=LOC_00008422","protein_coding","LDLRAD4:_Low-density_lipoprotein_receptor_class_A_domain-containing_protein_4_(Homo_sapiens)",29351.2,16.3323,14.391,20.5964,17.1065666666667,4.09647833104397
"chr4","EviAnn","gene",87241994,87272743,".","-",".","LOC_00008421","geneID=LOC_00008421","protein_coding","function_unknown",27526,126.575,60.5921,112.463,99.8767,6.64207624923032
"chr4","EviAnn","gene",87625503,87678649,".","+",".","LOC_00008425","geneID=LOC_00008425","protein_coding","RNMT:_mRNA_cap_guanine-N(7)_methyltransferase_(Homo_sapiens)",25516,427.676,333.132,325.337,362.048333333333,8.50003849925342
"chr4","EviAnn","gene",87633009,87653598,".","-",".","LOC_00008423","geneID=LOC_00008423","protein_coding","function_unknown",7717,24.0535,21.8119,21.4994,22.4549333333333,4.48896053378008
"chr4","EviAnn","gene",87639545,87648638,".","-",".","LOC_00008424","geneID=LOC_00008424","protein_coding","FAM210A:_Protein_FAM210A_(Gallus_gallus)",891,0,0,28.5343,9.51143333333333,3.24966276559425
"chr4","EviAnn","gene",89537995,89544121,".","-",".","LOC_00008432","geneID=LOC_00008432","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",3215,243.846,248.563,233.978,242.129,7.91963207229451
"chr4","EviAnn","gene",90691185,90692924,".","+",".","LOC_00008434","geneID=LOC_00008434","protein_coding","pol:_Gag-Pol_polyprotein_(Fragment)_(Avian_reticuloendotheliosis_virus)",1740,82.0113,601.711,28.9998,237.574033333333,7.89223334902604
"chr4","EviAnn","gene",90996963,91002005,".","-",".","LOC_00008435","geneID=LOC_00008435","protein_coding","DSEL:_Dermatan-sulfate_epimerase-like_protein_(Homo_sapiens)",5043,0,0.477188,0,0.159062666666667,-2.65233283203508
"chr4","EviAnn","gene",92484005,92868292,".","+",".","LOC_00008440","geneID=LOC_00008440","protein_coding","DOK6:_Docking_protein_6_(Homo_sapiens)",2513,129.572,61.7275,84.1164,91.8053,6.52050553897306
"chr4","EviAnn","gene",92930080,93050138,".","-",".","LOC_00008442","geneID=LOC_00008442","protein_coding","RTTN:_Rotatin_(Homo_sapiens)",8658,6.39787,0.273615,4.48305,3.71817833333333,1.89459596725729
"chr4","EviAnn","gene",93075785,93107309,".","+",".","LOC_00008443","geneID=LOC_00008443","protein_coding","SOCS6:_Suppressor_of_cytokine_signaling_6_(Homo_sapiens)",10055,2.44082,0.704672,1.47124,1.53891066666667,0.621909486053609
"chr4","EviAnn","gene",93454872,93477548,".","+",".","LOC_00008444","geneID=LOC_00008444","protein_coding","Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)",1496,6.22476,1.76747,3.68408,3.89210333333333,1.96055001343572
"chr4","EviAnn","gene",93859744,93867686,".","+",".","LOC_00008445","geneID=LOC_00008445","protein_coding","function_unknown",927,75.228,79.0169,54.886,69.7103,6.12329993119727
"chr4","EviAnn","gene",95773127,95795165,".","+",".","LOC_00008449","geneID=LOC_00008449","protein_coding","TIMM21:_Mitochondrial_import_inner_membrane_translocase_subunit_Tim21_(Bos_taurus)",2695.58,32.8353,45.6726,73.9519,50.8199333333333,5.66732257772191
"chr4","EviAnn","gene",95789378,95797750,".","+",".","LOC_00008450","geneID=LOC_00008450","protein_coding","function_unknown",5581,70.7196,64.013,128.152,87.6282,6.45332331920132
"chr4","EviAnn","gene",95791638,95825310,".","-",".","LOC_00008451","geneID=LOC_00008451","protein_coding","CYB5A:_Cytochrome_b5_(Sus_scrofa)",12710,8.66413,12.8974,6.71347,9.425,3.2364926183813
"chr4","EviAnn","gene",96047020,96554643,".","+",".","LOC_00008455","geneID=LOC_00008455","protein_coding","ZNF407:_Zinc_finger_protein_407_(Homo_sapiens)",23077,70.3402,69.3059,64.399,68.0150333333333,6.08778175475578
"chr4","EviAnn","gene",96701377,96713727,".","-",".","LOC_00008456","geneID=LOC_00008456","protein_coding","PTGR3:_Prostaglandin_reductase_3_(Homo_sapiens)",2986.5,0,0,1.51366,0.504553333333333,-0.986921318779242
"chr4","EviAnn","gene",97664930,97816166,".","-",".","LOC_00008458","geneID=LOC_00008458","protein_coding","ZNF516:_Zinc_finger_protein_516_(Homo_sapiens)",5365.49,28.5242,34.6707,47.1602,36.7850333333333,5.20104699356633
"chr4","EviAnn","gene",97960468,98066638,".","+",".","LOC_00008459","geneID=LOC_00008459","protein_coding","ZNF236:_Zinc_finger_protein_236_(Homo_sapiens)",7095.05,6.93571,8.96824,7.59921,7.83438666666667,2.96982033435403
"chr4","EviAnn","gene",98946947,98961969,".","-",".","LOC_00008463","geneID=LOC_00008463","protein_coding","function_unknown",2798,13.7111,98.5742,3.08593,38.4570766666667,5.26517719456997
"chr4","EviAnn","gene",99984296,100006082,".","+",".","LOC_00008465","geneID=LOC_00008465","protein_coding","Sall3:_Sal-like_protein_3_(Mus_musculus)",4056,8.30457,53.8806,45.4849,35.8900233333333,5.16551095598711
"chr4","EviAnn","gene",100039354,100241301,".","+",".","LOC_00008466","geneID=LOC_00008466","protein_coding","Atp9b:_Probable_phospholipid-transporting_ATPase_IIB_(Mus_musculus)",6786,3.0421,0,0.733158,1.25841933333333,0.331612740432247
"chr4","EviAnn","gene",100272112,100443746,".","+",".","LOC_00008467","geneID=LOC_00008467","protein_coding","NFATC1:_Nuclear_factor_of_activated_T-cells,_cytoplasmic_1_(Homo_sapiens)",2709,0.796595,0.639462,0,0.478685666666667,-1.06284948694647
"chr4","EviAnn","gene",100539679,100643168,".","+",".","LOC_00008468","geneID=LOC_00008468","protein_coding","CTDP1:_RNA_polymerase_II_subunit_A_C-terminal_domain_phosphatase_(Homo_sapiens)",19230.8,142.914,78.7249,145.341,122.326633333333,6.93459473587017
"chr4","EviAnn","gene",100786045,100818044,".","+",".","LOC_00008469","geneID=LOC_00008469","protein_coding","KCNG2:_Voltage-gated_potassium_channel_regulatory_subunit_KCNG2_(Gallus_gallus)",3541,9.58091,12.4327,12.9723,11.66197,3.54373961148453
"chr4","EviAnn","gene",100948461,100976041,".","+",".","LOC_00008473","geneID=LOC_00008473","protein_coding","gyaR:_Glyoxylate_reductase_(Thermococcus_onnurineus_(strain_NA1))",7154,0.288134,0,0.694462,0.327532,-1.61029222950138
"chr4","EviAnn","gene",100974991,100985868,".","+",".","LOC_00008474","geneID=LOC_00008474","protein_coding","yvcT:_Probable_2-ketogluconate_reductase_(Bacillus_subtilis_(strain_168))",1646.5,0,0,6.61292,2.20430666666667,1.1403249479119
"chr4","EviAnn","gene",100991797,101022112,".","+",".","LOC_00008475","geneID=LOC_00008475","protein_coding","gyaR:_Glyoxylate_reductase_(Pyrococcus_furiosus_(strain_ATCC_43587_/_DSM_3638_/_JCM_8422_/_Vc1))",4104.87,3.42017,5.67971,3.1682,4.08936,2.03187507371121
"chr4","EviAnn","gene",101042532,101059605,".","+",".","LOC_00008477","geneID=LOC_00008477","protein_coding","ADNP2:_Activity-dependent_neuroprotector_homeobox_protein_2_(Homo_sapiens)",6421.29,47.0143,88.8206,26.3155,54.0501333333333,5.75622627175758
"chr4","EviAnn","gene",101060436,101073785,".","-",".","LOC_00008478","geneID=LOC_00008478","protein_coding","BLOC1S4:_Biogenesis_of_lysosome-related_organelles_complex_1_subunit_4_(Homo_sapiens)",6064.24,131.791,141.897,128.983,134.223666666667,7.06849526349089
"chr4","EviAnn","gene",101077550,101190122,".","-",".","LOC_00008479","geneID=LOC_00008479","protein_coding","Pard6g:_Partitioning_defective_6_homolog_gamma_(Mus_musculus)",2448,7.10942,36.9004,9.65595,17.88859,4.16096777181466
"chr4","EviAnn","gene",101610930,101616926,".","-",".","LOC_00008482","geneID=LOC_00008482","protein_coding","function_unknown",4866,4.80308,3.4666,2.08085,3.45017666666667,1.78667023713669
"chr4","EviAnn","gene",101617898,101677624,".","+",".","LOC_00008485","geneID=LOC_00008485","protein_coding","Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)",35210,5.77244,3.3504,5.27823,4.80035666666667,2.26314160210771
"chr4","EviAnn","gene",101617907,101679672,".","+",".","LOC_00008483","geneID=LOC_00008483","protein_coding","CMAH:_Cytidine_monophosphate-N-acetylneuraminic_acid_hydroxylase_(Fragment)_(Cricetulus_griseus)",8823.2,0,0.225578,0,0.0751926666666667,-3.73326422307825
"chr4","EviAnn","gene",101617911,101677605,".","+",".","LOC_00008484","geneID=LOC_00008484","protein_coding","function_unknown",22790,2.75401,0.619056,0,1.12435533333333,0.169098046790276
