Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr3	EviAnn	gene	123348144	123371594	.	-	.	LOC_00004226	geneID=LOC_00004226	protein_coding	Cyclic_nucleotide-gated_channel_cone_photoreceptor_subunit_alpha_(Gallus_gallus)	2016	6.59362	13.923	8.52335
chr3	EviAnn	gene	123412643	123495034	.	-	.	LOC_00004227	geneID=LOC_00004227	protein_coding	VWA3B:_von_Willebrand_factor_A_domain-containing_protein_3B_(Homo_sapiens)	3927	0	0	0
chr3	EviAnn	gene	123523684	123543393	.	-	.	LOC_00004228	geneID=LOC_00004228	protein_coding	function_unknown	19612	0.103709	0.841522	0.130499
chr3	EviAnn	gene	123543482	123659352	.	+	.	LOC_00004229	geneID=LOC_00004229	protein_coding	TMEM131:_Transmembrane_protein_131_(Homo_sapiens)	2264.76	2.9015	0.567329	1.15134
chr3	EviAnn	gene	123670872	123688241	.	-	.	LOC_00004231	geneID=LOC_00004231	protein_coding	NSNH:_Inosine-uridine_preferring_nucleoside_hydrolase_(Leishmania_major)	1977	5.61461	1.29327	2.69704
chr3	EviAnn	gene	123671145	123671186	.	+	.	LOC_00004230	geneID=LOC_00004230	protein_coding	function_unknown	42	0	0	0
chr3	EviAnn	gene	123690335	123816924	.	-	.	LOC_00004232	geneID=LOC_00004232	protein_coding	Inpp4a:_Inositol_polyphosphate-4-phosphatase_type_I_A_(Rattus_norvegicus)	9772.67	73.8533	26.5066	44.61
chr3	EviAnn	gene	123694353	123717703	.	-	.	LOC_00004233	geneID=LOC_00004233	protein_coding	function_unknown	9981	2.18227	0.312459	0.656714
chr3	EviAnn	gene	123770488	123816131	.	-	.	XLOC_011412U_lncRNA	geneID=XLOC_011412U_lncRNA	lncRNA	function_unknown	6034	4.80699	1.18904	0.413683
chr3	EviAnn	gene	123818876	123832510	.	-	.	LOC_00004234	geneID=LOC_00004234	protein_coding	coa5:_Cytochrome_c_oxidase_assembly_factor_5_(Xenopus_tropicalis)	7193	0.573059	0	0
chr3	EviAnn	gene	123833781	123849033	.	+	.	LOC_00004235	geneID=LOC_00004235	protein_coding	Unc50:_Protein_unc-50_homolog_(Mus_musculus)	2618.67	1359.49	1467.71	1685.87
chr3	EviAnn	gene	123846687	123851586	.	-	.	LOC_00004237	geneID=LOC_00004237	protein_coding	function_unknown	3152	106.715	60.077	79.0616
chr3	EviAnn	gene	123849756	123937770	.	-	.	LOC_00004236	geneID=LOC_00004236	protein_coding	MGAT4A:_Alpha-1,3-mannosyl-glycoprotein_4-beta-N-acetylglucosaminyltransferase_A_(Gallus_gallus)	2605	3.06674	1.29755	0
chr3	EviAnn	gene	123923191	123937741	.	-	.	LOC_00004238	geneID=LOC_00004238	protein_coding	function_unknown	9584	10.6341	13.2569	11.5871
chr3	EviAnn	gene	123937923	123942455	.	+	.	XLOC_010255U_lncRNA	geneID=XLOC_010255U_lncRNA	lncRNA	function_unknown	548	0	12.7061	0
chr3	EviAnn	gene	123956221	124003619	.	-	.	LOC_00004239	geneID=LOC_00004239	protein_coding	CRACDL:_CRACD-like_protein_(Homo_sapiens)	2990	0	1.67417	0.873281
chr3	EviAnn	gene	124038937	124104453	.	-	.	LOC_00004240	geneID=LOC_00004240	protein_coding	TSGA10:_Testis-specific_gene_10_protein_(Homo_sapiens)	3810	0	0.583462	0
chr3	EviAnn	gene	124106918	124115476	.	+	.	LOC_00004241	geneID=LOC_00004241	protein_coding	LIPT1:_Lipoyl_amidotransferase_LIPT1,_mitochondrial_(Bos_taurus)	1648	72.9455	137.803	166.945
chr3	EviAnn	gene	124109550	124113920	.	+	.	XLOC_010257U_lncRNA	geneID=XLOC_010257U_lncRNA	lncRNA	function_unknown	2738	69.3025	26.3287	71.0303
chr3	EviAnn	gene	124112571	124128052	.	-	.	LOC_00004242	geneID=LOC_00004242	protein_coding	Mitd1:_MIT_domain-containing_protein_1_(Rattus_norvegicus)	6101.54	49.2335	49.0297	31.3656
chr3	EviAnn	gene	124128064	124135043	.	+	.	LOC_00004243	geneID=LOC_00004243	protein_coding	MRPL30:_Large_ribosomal_subunit_protein_uL30m_(Homo_sapiens)	1922.72	15.0553	7.37122	24.8378
chr3	EviAnn	gene	124141636	124152322	.	-	.	LOC_00004244	geneID=LOC_00004244	protein_coding	TXNDC9:_Thioredoxin_domain-containing_protein_9_(Bos_taurus)	2649	2.45609	3.82822	3.93843
chr3	EviAnn	gene	124141698	124254813	.	-	.	LOC_00004246	geneID=LOC_00004246	protein_coding	REV1:_DNA_repair_protein_REV1_(Gallus_gallus)	16696.1	576.941	537.221	696.552
chr3	EviAnn	gene	124152415	124227316	.	+	.	LOC_00004245	geneID=LOC_00004245	protein_coding	EIF5B:_Eukaryotic_translation_initiation_factor_5B_(Homo_sapiens)	40498.2	246.335	160.767	202.499
chr3	EviAnn	gene	124284165	124638502	.	-	.	LOC_00004247	geneID=LOC_00004247	protein_coding	AFF3:_AF4/FMR2_family_member_3_(Homo_sapiens)	2603	0	0	0
chr3	EviAnn	gene	124749837	124809796	.	-	.	LOC_00004248	geneID=LOC_00004248	protein_coding	LONRF2:_LON_peptidase_N-terminal_domain_and_RING_finger_protein_2_(Homo_sapiens)	6267	5.94344	1.6723	5.56981
chr3	EviAnn	gene	124829432	124864177	.	-	.	LOC_00004249	geneID=LOC_00004249	protein_coding	CHST10:_Carbohydrate_sulfotransferase_10_(Gallus_gallus)	4343	1.93266	0.557507	0.581789
chr3	EviAnn	gene	124902041	124902442	.	-	.	LOC_00004250	geneID=LOC_00004250	protein_coding	h2ax:_Histone_H2AX_(Xenopus_laevis)	402	0	0	0
chr3	EviAnn	gene	124911705	124912109	.	-	.	LOC_00004251	geneID=LOC_00004251	protein_coding	Late_histone_H2A.1_(Psammechinus_miliaris)	405	0	0	0
chr3	EviAnn	gene	124916552	124940406	.	+	.	LOC_00004252	geneID=LOC_00004252	protein_coding	Pdcl3:_Phosducin-like_protein_3_(Rattus_norvegicus)	7834	0.574978	0.315877	4.75994
chr3	EviAnn	gene	125028275	125131504	.	+	.	LOC_00004253	geneID=LOC_00004253	protein_coding	NPAS2:_Neuronal_PAS_domain-containing_protein_2_(Homo_sapiens)	3380.29	0	3.96354	0
chr3	EviAnn	gene	125075382	125075453	.	-	.	LOC_00004254	geneID=LOC_00004254	protein_coding	function_unknown	72	0	0	0
chr3	EviAnn	gene	125133358	125141763	.	+	.	LOC_00004255	geneID=LOC_00004255	protein_coding	Rpl31:_Large_ribosomal_subunit_protein_eL31_(Rattus_norvegicus)	1399.84	26.5386	9.34601	9.49186
chr3	EviAnn	gene	125141673	125224234	.	-	.	LOC_00004256	geneID=LOC_00004256	protein_coding	TBC1D8:_TBC1_domain_family_member_8_(Homo_sapiens)	2098.97	42.0467	32.617	34.1946
chr3	EviAnn	gene	125222739	125237664	.	+	.	LOC_00004257	geneID=LOC_00004257	protein_coding	Cnot11:_CCR4-NOT_transcription_complex_subunit_11_(Rattus_norvegicus)	3475.42	50.0822	27.2855	33.9917
chr3	EviAnn	gene	125236071	125261634	.	-	.	LOC_00004258	geneID=LOC_00004258	protein_coding	rnf149:_E3_ubiquitin-protein_ligase_RNF149_(Xenopus_laevis)	6388.28	69.602	78.0249	73.2029
chr3	EviAnn	gene	125266349	125288130	.	-	.	LOC_00004259	geneID=LOC_00004259	protein_coding	Creg2:_Protein_CREG2_(Mus_musculus)	4222	9.95332	1.14843	1.79764
chr3	EviAnn	gene	125331055	125385339	.	+	.	LOC_00004260	geneID=LOC_00004260	protein_coding	ASMT:_Acetylserotonin_O-methyltransferase_(Gallus_gallus)	1147.89	0	0	0
chr3	EviAnn	gene	125377835	125377915	.	+	.	LOC_00004261	geneID=LOC_00004261	protein_coding	function_unknown	81	0	0	0
chr3	EviAnn	gene	125404609	125421681	.	+	.	LOC_00004262	geneID=LOC_00004262	protein_coding	ASMT:_Acetylserotonin_O-methyltransferase_(Gallus_gallus)	985	0	0	0
chr3	EviAnn	gene	125498097	125676283	.	+	.	LOC_00004263	geneID=LOC_00004263	protein_coding	TNIK:_TRAF2_and_NCK-interacting_protein_kinase_(Homo_sapiens)	5675.73	0	0	0
chr3	EviAnn	gene	125692951	125724765	.	+	.	LOC_00004264	geneID=LOC_00004264	protein_coding	IL1R2:_Interleukin-1_receptor_type_2_(Homo_sapiens)	1220.25	0	0	0
chr3	EviAnn	gene	125802082	125839048	.	+	.	LOC_00004265	geneID=LOC_00004265	protein_coding	IL1R1:_Interleukin-1_receptor_type_1_(Homo_sapiens)	2710	2.38884	6.42566	0
chr3	EviAnn	gene	125857004	125907876	.	+	.	LOC_00004266	geneID=LOC_00004266	protein_coding	Il1rl2:_Interleukin-1_receptor-like_2_(Mus_musculus)	4840	2.15762	0	0
chr3	EviAnn	gene	125907288	125907362	.	-	.	LOC_00004267	geneID=LOC_00004267	protein_coding	function_unknown	75	0	0	0
chr3	EviAnn	gene	126007936	126016736	.	+	.	LOC_00004268	geneID=LOC_00004268	protein_coding	Il1rl1:_Interleukin-1_receptor-like_1_(Mus_musculus)	2182	0	0	0
chr3	EviAnn	gene	126066164	126091904	.	+	.	LOC_00004269	geneID=LOC_00004269	protein_coding	Il1rl1:_Interleukin-1_receptor-like_1_(Mus_musculus)	2042.5	0	0	0
chr3	EviAnn	gene	126109303	126137125	.	+	.	LOC_00004270	geneID=LOC_00004270	protein_coding	IL18R1:_Interleukin-18_receptor_1_(Homo_sapiens)	1692	0	0	0
chr3	EviAnn	gene	126147708	126178731	.	+	.	LOC_00004271	geneID=LOC_00004271	protein_coding	IL18RAP:_Interleukin-18_receptor_accessory_protein_(Homo_sapiens)	3056	1.40029	0	0
chr3	EviAnn	gene	126181874	126220918	.	+	.	LOC_00004272	geneID=LOC_00004272	protein_coding	SLC9A4:_Sodium/hydrogen_exchanger_4_(Homo_sapiens)	2244	0	0	0
chr3	EviAnn	gene	126260278	126309493	.	+	.	LOC_00004273	geneID=LOC_00004273	protein_coding	Slc9a2:_Sodium/hydrogen_exchanger_2_(Rattus_norvegicus)	2636	4.10185	1.89132	2.95929
chr3	EviAnn	gene	126314397	126330620	.	-	.	LOC_00004274	geneID=LOC_00004274	protein_coding	MFSD9:_Major_facilitator_superfamily_domain-containing_protein_9_(Homo_sapiens)	1899.67	0	0	0
chr3	EviAnn	gene	126342123	126369083	.	+	.	LOC_00004275	geneID=LOC_00004275	protein_coding	TMEM182:_Transmembrane_protein_182_(Gallus_gallus)	667	0	0	0
chr3	EviAnn	gene	127071069	127071197	.	-	.	LOC_00004276	geneID=LOC_00004276	protein_coding	function_unknown	129	0	0	0
chr3	EviAnn	gene	127891596	127893184	.	+	.	LOC_00004277	geneID=LOC_00004277	protein_coding	pou3f3b:_POU_domain,_class_3,_transcription_factor_3-B_(Danio_rerio)	1589	1.43438	1.65046	0
chr3	EviAnn	gene	128011031	128067581	.	+	.	LOC_00004278	geneID=LOC_00004278	protein_coding	MRPS9:_Small_ribosomal_subunit_protein_uS9m_(Bos_taurus)	6392	0.323536	0.368271	0.389836
chr3	EviAnn	gene	128074352	128094953	.	+	.	LOC_00004279	geneID=LOC_00004279	protein_coding	GPR45:_Probable_G-protein_coupled_receptor_45_(Homo_sapiens)	1627	87.976	71.2818	88.7793
chr3	EviAnn	gene	128091722	128128916	.	-	.	LOC_00004280	geneID=LOC_00004280	protein_coding	TGFBRAP1:_Transforming_growth_factor-beta_receptor-associated_protein_1_(Homo_sapiens)	9966.06	1.23151	1.67947	0.484718
chr3	EviAnn	gene	128133933	128149264	.	+	.	LOC_00004281	geneID=LOC_00004281	protein_coding	RCJMB04_12m8:_Ashwin_(Gallus_gallus)	6013.74	58.9182	33.3393	65.2459
chr3	EviAnn	gene	128137527	128149264	.	+	.	LOC_00004282	geneID=LOC_00004282	protein_coding	function_unknown	8330.33	0	0	0
chr3	EviAnn	gene	128145617	128190649	.	-	.	LOC_00004283	geneID=LOC_00004283	protein_coding	FHL2:_Four_and_a_half_LIM_domains_protein_2_(Homo_sapiens)	6800	69.213	57.4751	59.2602
chr3	EviAnn	gene	128341525	128493137	.	+	.	LOC_00004284	geneID=LOC_00004284	protein_coding	NCK2:_Cytoplasmic_protein_NCK2_(Homo_sapiens)	1415.33	38.823	57.6444	14.3745
chr3	EviAnn	gene	128493999	128546687	.	-	.	LOC_00004285	geneID=LOC_00004285	protein_coding	UXS1:_UDP-glucuronic_acid_decarboxylase_1_(Pongo_abelii)	12297	0.165851	0.191414	0.19983
chr3	EviAnn	gene	128656211	128737247	.	+	.	LOC_00004286	geneID=LOC_00004286	protein_coding	Parapinopsin_(Ictalurus_punctatus)	1131	0	0	0
chr3	EviAnn	gene	128733802	128810181	.	-	.	LOC_00004287	geneID=LOC_00004287	protein_coding	ST6GAL2:_Beta-galactoside_alpha-2,6-sialyltransferase_2_(Gallus_gallus)	1435.33	0	0	0
chr3	EviAnn	gene	129352776	129378921	.	+	.	LOC_00004288	geneID=LOC_00004288	protein_coding	Slc5a7:_High_affinity_choline_transporter_1_(Mus_musculus)	1133.8	0	3.42495	0
chr3	EviAnn	gene	129431777	129441484	.	-	.	XLOC_011444U_lncRNA	geneID=XLOC_011444U_lncRNA	lncRNA	function_unknown	1103	0	0	0
chr3	EviAnn	gene	129444062	129469715	.	+	.	XLOC_010284U_lncRNA	geneID=XLOC_010284U_lncRNA	lncRNA	function_unknown	771	10.358	0	4.10664
chr3	EviAnn	gene	129484189	129496111	.	+	.	LOC_00004289	geneID=LOC_00004289	protein_coding	Sult1c1:_Sulfotransferase_1C1_(Mus_musculus)	1784.24	16.3631	0	5.19044
chr3	EviAnn	gene	129537217	129645207	.	+	.	LOC_00004290	geneID=LOC_00004290	protein_coding	LIMS1:_LIM_and_senescent_cell_antigen-like-containing_domain_protein_1_(Homo_sapiens)	9555.1	30.4248	9.14644	8.70839
chr3	EviAnn	gene	129645456	129692445	.	+	.	LOC_00004291	geneID=LOC_00004291	protein_coding	Ranbp2:_E3_SUMO-protein_ligase_RanBP2_(Mus_musculus)	11715	0.696418	2.52899	1.2534
chr3	EviAnn	gene	129693933	129733807	.	+	.	LOC_00004292	geneID=LOC_00004292	protein_coding	CCDC138:_Coiled-coil_domain-containing_protein_138_(Homo_sapiens)	2243	0.97742	1.67494	0
chr3	EviAnn	gene	129761119	129869127	.	-	.	LOC_00004293	geneID=LOC_00004293	protein_coding	EDAR:_Tumor_necrosis_factor_receptor_superfamily_member_EDAR_(Homo_sapiens)	1337	0	0	0
chr3	EviAnn	gene	129898472	130202292	.	+	.	LOC_00004294	geneID=LOC_00004294	protein_coding	SH3RF3:_E3_ubiquitin-protein_ligase_SH3RF3_(Homo_sapiens)	1803	0	0	0
chr3	EviAnn	gene	129987684	129987785	.	-	.	LOC_00004295	geneID=LOC_00004295	protein_coding	function_unknown	102	0	0	0
chr3	EviAnn	gene	130231132	130290546	.	-	.	LOC_00004296	geneID=LOC_00004296	protein_coding	SEPTIN10:_Septin-10_(Homo_sapiens)	15684	0.51802	1.49372	0.468511
chr3	EviAnn	gene	130290769	130319136	.	+	.	LOC_00004297	geneID=LOC_00004297	protein_coding	Sowahc:_Ankyrin_repeat_domain-containing_protein_SOWAHC_(Mus_musculus)	28368	11.5359	14.0674	4.89589
chr3	EviAnn	gene	130324417	130344303	.	-	.	LOC_00004298	geneID=LOC_00004298	protein_coding	CHAMP1:_Chromosome_alignment-maintaining_phosphoprotein_1_(Homo_sapiens)	13625.3	515.09	185.057	205.796
chr3	EviAnn	gene	130340199	130360060	.	+	.	LOC_00004299	geneID=LOC_00004299	protein_coding	FBXO36:_F-box_only_protein_36_(Pongo_abelii)	993	4.99828	0	0
chr3	EviAnn	gene	130361007	130379624	.	-	.	LOC_00004300	geneID=LOC_00004300	protein_coding	UPF3A:_Regulator_of_nonsense_transcripts_3A_(Homo_sapiens)	4541	15.6801	4.25736	5.55364
chr3	EviAnn	gene	130380694	130409192	.	-	.	LOC_00004301	geneID=LOC_00004301	protein_coding	CDC16:_Cell_division_cycle_protein_16_homolog_(Homo_sapiens)	4331.58	10.8857	19.5847	11.9861
chr3	EviAnn	gene	130424977	130441072	.	-	.	LOC_00004302	geneID=LOC_00004302	protein_coding	Cfap97d1:_Sperm_axonemal_maintenance_protein_CFAP97D1_(Mus_musculus)	667	0	0	0
chr3	EviAnn	gene	130457910	130636635	.	+	.	LOC_00004303	geneID=LOC_00004303	protein_coding	RASA3:_Ras_GTPase-activating_protein_3_(Homo_sapiens)	3794	3.34062	0	0
chr3	EviAnn	gene	130727636	130786826	.	+	.	LOC_00004304	geneID=LOC_00004304	protein_coding	Gas6:_Growth_arrest-specific_protein_6_(Rattus_norvegicus)	2582	0.838891	0	0
chr3	EviAnn	gene	130793757	130856357	.	-	.	LOC_00004305	geneID=LOC_00004305	protein_coding	TMEM255B:_Transmembrane_protein_255B_(Homo_sapiens)	1217	0	0	0
chr3	EviAnn	gene	130900443	130985539	.	-	.	LOC_00004307	geneID=LOC_00004307	protein_coding	TFDP1:_Transcription_factor_Dp-1_(Homo_sapiens)	2290.12	174.658	162.175	140.284
chr3	EviAnn	gene	130902213	130909967	.	+	.	LOC_00004306	geneID=LOC_00004306	protein_coding	ATP4B:_Potassium-transporting_ATPase_subunit_beta_(Oryctolagus_cuniculus)	867	26.6737	13.5795	21.1914
chr3	EviAnn	gene	130935837	130953940	.	-	.	LOC_00004309	geneID=LOC_00004309	protein_coding	function_unknown	17151	2.24219	1.47508	1.9387
chr3	EviAnn	gene	130935837	130985439	.	-	.	LOC_00004308	geneID=LOC_00004308	protein_coding	Tmco3:_Transmembrane_and_coiled-coil_domain-containing_protein_3_(Mus_musculus)	14292	4.95173	3.10305	4.26471
chr3	EviAnn	gene	130986895	131010079	.	+	.	LOC_00004310	geneID=LOC_00004310	protein_coding	Dcun1d2:_DCN1-like_protein_2_(Mus_musculus)	3028	0	0	2.5875
chr3	EviAnn	gene	130986898	131010076	.	+	.	LOC_00004311	geneID=LOC_00004311	protein_coding	Transposable_element_Tcb1_transposase_(Caenorhabditis_briggsae)	5404	8.01218	1.68735	6.11667
chr3	EviAnn	gene	131014332	131054465	.	+	.	LOC_00004312	geneID=LOC_00004312	protein_coding	ADPRHL1:_Inactive_ADP-ribosyltransferase_ARH2_(Homo_sapiens)	2563.56	0	0	0
chr3	EviAnn	gene	131096711	131130112	.	+	.	LOC_00004313	geneID=LOC_00004313	protein_coding	Grtp1:_Growth_hormone-regulated_TBC_protein_1_(Mus_musculus)	4078	145.024	189.353	149.747
chr3	EviAnn	gene	131130837	131155680	.	-	.	LOC_00004314	geneID=LOC_00004314	protein_coding	LAMP1:_Lysosome-associated_membrane_glycoprotein_1_(Gallus_gallus)	3246	7.87935	2.27176	17.3814
chr3	EviAnn	gene	131158915	131226286	.	-	.	LOC_00004315	geneID=LOC_00004315	protein_coding	CUL4A:_Cullin-4A_(Homo_sapiens)	4467	154.353	52.5124	109.036
chr3	EviAnn	gene	131227557	131248505	.	+	.	LOC_00004316	geneID=LOC_00004316	protein_coding	PCID2:_PCI_domain-containing_protein_2_(Homo_sapiens)	2158.5	0	0	0
chr3	EviAnn	gene	131247262	131260943	.	-	.	LOC_00004317	geneID=LOC_00004317	protein_coding	PROZ:_Vitamin_K-dependent_protein_Z_(Homo_sapiens)	2430	111.977	111.499	112.106
chr3	EviAnn	gene	131284215	131309449	.	-	.	LOC_00004318	geneID=LOC_00004318	protein_coding	F10:_Coagulation_factor_X_isoform_1_(Pseudonaja_textilis)	4633	0.451628	0.521165	1.08777
chr3	EviAnn	gene	131371531	131379543	.	-	.	LOC_00004319	geneID=LOC_00004319	protein_coding	F10:_Coagulation_factor_X_(Tropidechis_carinatus)	300	0	0	0
chr3	EviAnn	gene	131382191	131392902	.	-	.	LOC_00004320	geneID=LOC_00004320	protein_coding	F7:_Coagulation_factor_VII_(Mus_musculus)	1344.5	0	0	0
chr3	EviAnn	gene	131404577	131630821	.	-	.	LOC_00004322	geneID=LOC_00004322	protein_coding	MCF2L:_Guanine_nucleotide_exchange_factor_DBS_(Homo_sapiens)	10795	0.625513	1.23873	0.375006
chr3	EviAnn	gene	131446792	131458495	.	-	.	LOC_00004321	geneID=LOC_00004321	protein_coding	F7:_Coagulation_factor_VII_(Bos_taurus)	2155	18.8752	22.8023	15.1165
chr3	EviAnn	gene	131580449	131580580	.	+	.	LOC_00004323	geneID=LOC_00004323	protein_coding	function_unknown	132	0	0	0
chr3	EviAnn	gene	131649134	131655910	.	-	.	LOC_00004324	geneID=LOC_00004324	protein_coding	Atp11a:_Phospholipid-transporting_ATPase_IH_(Mus_musculus)	387	0	0	0
chr3	EviAnn	gene	131681290	131683805	.	-	.	LOC_00004325	geneID=LOC_00004325	protein_coding	Atp11a:_Phospholipid-transporting_ATPase_IH_(Mus_musculus)	414	0	0	0
chr3	EviAnn	gene	131826180	131880914	.	+	.	LOC_00004327	geneID=LOC_00004327	protein_coding	function_unknown	8244	0.996554	0.287669	0.600573
chr3	EviAnn	gene	131826197	131918946	.	+	.	LOC_00004326	geneID=LOC_00004326	protein_coding	Tubgcp3:_Gamma-tubulin_complex_component_3_(Mus_musculus)	15367.5	0	0.32369	0
chr3	EviAnn	gene	132146535	132147773	.	-	.	LOC_00004328	geneID=LOC_00004328	protein_coding	sox1a:_Transcription_factor_Sox-1a_(Danio_rerio)	1239	0	6.59435	0
chr3	EviAnn	gene	132740084	132752082	.	-	.	LOC_00004329	geneID=LOC_00004329	protein_coding	TEX29:_Testis-expressed_protein_29_(Bos_taurus)	579	0	0	0
chr3	EviAnn	gene	132755003	132874024	.	-	.	LOC_00004330	geneID=LOC_00004330	protein_coding	ARHGEF7:_Rho_guanine_nucleotide_exchange_factor_7_(Homo_sapiens)	2588	3.34717	0	4.02443
chr3	EviAnn	gene	132857256	132962910	.	+	.	LOC_00004332	geneID=LOC_00004332	protein_coding	ANKRD10:_Ankyrin_repeat_domain-containing_protein_10_(Gallus_gallus)	9880	7.37848	3.58083	2.97148
chr3	EviAnn	gene	132857676	132873181	.	+	.	LOC_00004331	geneID=LOC_00004331	protein_coding	function_unknown	15404	5.28194	6.37382	5.93102
chr3	EviAnn	gene	132916210	132962910	.	+	.	LOC_00004333	geneID=LOC_00004333	protein_coding	function_unknown	20917.4	15.2656	7.2843	8.21034
chr3	EviAnn	gene	132999263	133007692	.	-	.	LOC_00004334	geneID=LOC_00004334	protein_coding	Ing1:_Inhibitor_of_growth_protein_1_(Mus_musculus)	4152.2	6.0772	4.02109	3.83224
chr3	EviAnn	gene	133012540	133052578	.	+	.	LOC_00004335	geneID=LOC_00004335	protein_coding	CARS2:_Probable_cysteine--tRNA_ligase,_mitochondrial_(Homo_sapiens)	5672.59	61.8524	46.1902	34.5032
chr3	EviAnn	gene	133034629	133086763	.	-	.	LOC_00004336	geneID=LOC_00004336	protein_coding	NAXD:_ATP-dependent_(S)-NAD(P)H-hydrate_dehydratase_(Homo_sapiens)	13509.9	594.738	294.217	300.461
chr3	EviAnn	gene	133186296	133753109	.	+	.	LOC_00004337	geneID=LOC_00004337	protein_coding	NALF1:_NALCN_channel_auxiliary_factor_1_(Homo_sapiens)	1131	0	0	0
chr3	EviAnn	gene	133552068	133552148	.	-	.	LOC_00004338	geneID=LOC_00004338	protein_coding	function_unknown	81	0	0	0
chr3	EviAnn	gene	134114644	134129405	.	+	.	LOC_00004339	geneID=LOC_00004339	protein_coding	arglu1:_Arginine_and_glutamate-rich_protein_1_(Xenopus_tropicalis)	1697	5.3263	9.31005	24.2123
chr3	EviAnn	gene	136741980	136756888	.	+	.	LOC_00004340	geneID=LOC_00004340	protein_coding	SLC10A2:_Ileal_sodium/bile_acid_cotransporter_(Cricetulus_griseus)	1327	0	0	0
chr3	EviAnn	gene	136802031	136820364	.	-	.	LOC_00004341	geneID=LOC_00004341	protein_coding	Mettl21e:_Protein-lysine_methyltransferase_METTL21E_(Mus_musculus)	742	0	0	0
chr3	EviAnn	gene	136853700	136885996	.	-	.	LOC_00004342	geneID=LOC_00004342	protein_coding	Ercc5:_DNA_excision_repair_protein_ERCC-5_(Mus_musculus)	11940	0.358412	2.04651	0
chr3	EviAnn	gene	136919360	136947730	.	-	.	LOC_00004343	geneID=LOC_00004343	protein_coding	BIVM:_Basic_immunoglobulin-like_variable_motif-containing_protein_(Homo_sapiens)	2902.86	0	0	0
chr3	EviAnn	gene	136944895	136966091	.	+	.	LOC_00004344	geneID=LOC_00004344	protein_coding	POGLUT2:_Protein_O-glucosyltransferase_2_(Homo_sapiens)	2104	0	0	0
chr3	EviAnn	gene	136965484	136996701	.	-	.	LOC_00004345	geneID=LOC_00004345	protein_coding	Tex30:_Testis-expressed_protein_30_(Mus_musculus)	1920.38	0	0.546985	0.570815
chr3	EviAnn	gene	137030997	137040902	.	+	.	LOC_00004346	geneID=LOC_00004346	protein_coding	METTL21C:_Protein-lysine_methyltransferase_METTL21C_(Bos_taurus)	909	5.58146	3.1984	0
chr3	EviAnn	gene	137041426	137097493	.	-	.	LOC_00004347	geneID=LOC_00004347	protein_coding	TPP2:_Tripeptidyl-peptidase_2_(Homo_sapiens)	3183.86	0	0	0
chr3	EviAnn	gene	137178594	137631299	.	+	.	LOC_00004348	geneID=LOC_00004348	protein_coding	Fgf14:_Fibroblast_growth_factor_14_(Mus_musculus)	1080	0	0	0
chr3	EviAnn	gene	137640317	137874931	.	-	.	LOC_00004349	geneID=LOC_00004349	protein_coding	itgbl1:_Integrin_beta-like_protein_1_(Xenopus_laevis)	1155	0	0	0
chr3	EviAnn	gene	137882830	138181423	.	+	.	LOC_00004350	geneID=LOC_00004350	protein_coding	NALCN:_Sodium_leak_channel_NALCN_(Homo_sapiens)	5245.67	0	0	0
chr3	EviAnn	gene	138280512	138313984	.	+	.	LOC_00004351	geneID=LOC_00004351	protein_coding	MROH7:_Maestro_heat-like_repeat-containing_protein_family_member_7_(Homo_sapiens)	1955	0	0	0
chr3	EviAnn	gene	138387699	138454659	.	+	.	LOC_00004352	geneID=LOC_00004352	protein_coding	TMTC4:_Protein_O-mannosyl-transferase_TMTC4_(Homo_sapiens)	2108	2.09244	0.886384	0
chr3	EviAnn	gene	138441177	138487880	.	+	.	LOC_00004354	geneID=LOC_00004354	protein_coding	function_unknown	14336	180.393	148.263	146.745
chr3	EviAnn	gene	138482579	138488233	.	+	.	LOC_00004353	geneID=LOC_00004353	protein_coding	Ggact:_Gamma-glutamylaminecyclotransferase_(Rattus_norvegicus)	5655	3.02878	0	1.35439
chr3	EviAnn	gene	138491520	138835469	.	-	.	LOC_00004355	geneID=LOC_00004355	protein_coding	PCCA:_Propionyl-CoA_carboxylase_alpha_chain,_mitochondrial_(Homo_sapiens)	2770	0.77776	1.91553	0
