Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr2	EviAnn	gene	195101846	195133628	.	-	.	LOC_00012439	geneID=LOC_00012439	protein_coding	TMPRSS12:_Transmembrane_protease_serine_12_(Homo_sapiens)	801.375	0	6.36887	0
chr2	EviAnn	gene	195155131	195160571	.	-	.	LOC_00012440	geneID=LOC_00012440	protein_coding	TMT1A:_Thiol_S-methyltransferase_TMT1A_(Homo_sapiens)	732	0	0	0
chr2	EviAnn	gene	195184742	195197875	.	-	.	LOC_00012441	geneID=LOC_00012441	protein_coding	SCN8A:_Sodium_channel_protein_type_8_subunit_alpha_(Homo_sapiens)	2058	0	19.4442	0
chr2	EviAnn	gene	195574727	196019362	.	-	.	LOC_00012442	geneID=LOC_00012442	protein_coding	CA10:_Carbonic_anhydrase-related_protein_10_(Pongo_abelii)	630	0	0	0
chr2	EviAnn	gene	197149025	197151229	.	+	.	LOC_00012443	geneID=LOC_00012443	protein_coding	KIF2A:_Kinesin-like_protein_KIF2A_(Gallus_gallus)	2205	0	6.01124	0
chr2	EviAnn	gene	197817503	197873534	.	+	.	LOC_00012444	geneID=LOC_00012444	protein_coding	TOM1L1:_TOM1-like_protein_1_(Homo_sapiens)	1314	8.2928	0	0
chr2	EviAnn	gene	197863745	197886136	.	-	.	LOC_00012445	geneID=LOC_00012445	protein_coding	COX11:_Cytochrome_c_oxidase_assembly_protein_COX11,_mitochondrial_(Bos_taurus)	630	10.275	0	0
chr2	EviAnn	gene	197879311	198067270	.	+	.	LOC_00012446	geneID=LOC_00012446	protein_coding	STXBP4:_Syntaxin-binding_protein_4_(Homo_sapiens)	1844.25	0	0	0
chr2	EviAnn	gene	198116362	198183237	.	+	.	LOC_00012447	geneID=LOC_00012447	protein_coding	Hlf:_Hepatic_leukemia_factor_(Mus_musculus)	599	0	0	0
chr2	EviAnn	gene	198215917	198252554	.	-	.	LOC_00012448	geneID=LOC_00012448	protein_coding	Mmd:_Monocyte_to_macrophage_differentiation_factor_(Mus_musculus)	734	0	15.7684	0
chr2	EviAnn	gene	198327173	198327598	.	-	.	LOC_00012449	geneID=LOC_00012449	protein_coding	Smim36:_Small_integral_membrane_protein_36_(Mus_musculus)	285	0	0	0
chr2	EviAnn	gene	198508811	198511595	.	-	.	LOC_00012450	geneID=LOC_00012450	protein_coding	TMEM100:_Transmembrane_protein_100_(Homo_sapiens)	405	0	0	0
chr2	EviAnn	gene	198551664	198580634	.	+	.	LOC_00012451	geneID=LOC_00012451	protein_coding	Pctp:_Phosphatidylcholine_transfer_protein_(Rattus_norvegicus)	541	0	0	0
chr2	EviAnn	gene	198870855	199066197	.	+	.	LOC_00012452	geneID=LOC_00012452	protein_coding	ANKFN1:_Ankyrin_repeat_and_fibronectin_type-III_domain-containing_protein_1_(Homo_sapiens)	1684	0	8.04473	0
chr2	EviAnn	gene	199137515	199138321	.	+	.	LOC_00012453	geneID=LOC_00012453	protein_coding	NOG:_Noggin_(Gallus_gallus)	675	0	0	8.09468
chr2	EviAnn	gene	199284144	199289538	.	-	.	LOC_00012454	geneID=LOC_00012454	protein_coding	Gm525:_Uncharacterized_protein_C17orf67_homolog_(Mus_musculus)	267	0	0	0
chr2	EviAnn	gene	199294142	199321703	.	+	.	LOC_00012455	geneID=LOC_00012455	protein_coding	DGKE:_Diacylglycerol_kinase_epsilon_(Homo_sapiens)	1549.5	0	2.64621	0
chr2	EviAnn	gene	199343998	199356908	.	+	.	LOC_00012456	geneID=LOC_00012456	protein_coding	Metrnl:_Meteorin-like_protein_(Rattus_norvegicus)	900	330.992	112.553	178.875
chr2	EviAnn	gene	199346190	199384592	.	-	.	LOC_00012457	geneID=LOC_00012457	protein_coding	TRIM25:_E3_ubiquitin/ISG15_ligase_TRIM25_(Homo_sapiens)	1902	35.6294	14.1361	37.608
chr2	EviAnn	gene	199387477	199399731	.	-	.	LOC_00012458	geneID=LOC_00012458	protein_coding	coil:_Coilin_(Xenopus_laevis)	1794	29.2271	22.6217	10.0284
chr2	EviAnn	gene	199406554	199442269	.	+	.	LOC_00012459	geneID=LOC_00012459	protein_coding	Scpep1:_Retinoid-inducible_serine_carboxypeptidase_(Rattus_norvegicus)	1014	5.61597	0	0
chr2	EviAnn	gene	199467105	199738412	.	+	.	LOC_00012460	geneID=LOC_00012460	protein_coding	RAB11FIP4:_Rab11_family-interacting_protein_4_(Homo_sapiens)	1420.33	0	5.74711	0
chr2	EviAnn	gene	199867706	199874852	.	-	.	LOC_00012461	geneID=LOC_00012461	protein_coding	function_unknown	390	778.285	1242.98	828.654
chr2	EviAnn	gene	200159094	200171218	.	-	.	LOC_00012462	geneID=LOC_00012462	protein_coding	function_unknown	431	0	38.5858	0
chr2	EviAnn	gene	200171815	200179032	.	+	.	LOC_00012463	geneID=LOC_00012463	protein_coding	function_unknown	450	150.768	14.7769	131.019
chr2	EviAnn	gene	200176944	200203468	.	-	.	LOC_00012464	geneID=LOC_00012464	protein_coding	Utp6:_U3_small_nucleolar_RNA-associated_protein_6_homolog_(Mus_musculus)	1251	0	0	0
chr2	EviAnn	gene	200204696	200356719	.	-	.	LOC_00012466	geneID=LOC_00012466	protein_coding	Crlf3:_Cytokine_receptor-like_factor_3_(Mus_musculus)	990	0	17.7647	18.0417
chr2	EviAnn	gene	200216179	200262480	.	+	.	LOC_00012465	geneID=LOC_00012465	protein_coding	SUZ12:_Polycomb_protein_SUZ12_(Homo_sapiens)	673.577	177.394	46.8943	82.0619
chr2	EviAnn	gene	200269159	200280279	.	-	.	LOC_00012467	geneID=LOC_00012467	protein_coding	function_unknown	429	0	0	0
chr2	EviAnn	gene	200304643	200337117	.	+	.	LOC_00012468	geneID=LOC_00012468	protein_coding	ATAD5:_ATPase_family_AAA_domain-containing_protein_5_(Homo_sapiens)	2112.82	217.489	158.524	259.348
chr2	EviAnn	gene	200356890	200385600	.	+	.	LOC_00012469	geneID=LOC_00012469	protein_coding	RNF135:_E3_ubiquitin-protein_ligase_RNF135_(Homo_sapiens)	783	15.445	6.71641	59.9557
chr2	EviAnn	gene	200385773	200465029	.	+	.	LOC_00012470	geneID=LOC_00012470	protein_coding	RHOT1:_Mitochondrial_Rho_GTPase_1_(Homo_sapiens)	1636.36	0	2.22804	0
chr2	EviAnn	gene	200471140	200621668	.	+	.	LOC_00012471	geneID=LOC_00012471	protein_coding	Rhbdl3:_Rhomboid-related_protein_3_(Mus_musculus)	1032	0	16.2833	0
chr2	EviAnn	gene	200489638	200500003	.	+	.	LOC_00012472	geneID=LOC_00012472	protein_coding	function_unknown	318	0	0	0
chr2	EviAnn	gene	200633734	200656986	.	-	.	LOC_00012473	geneID=LOC_00012473	protein_coding	C17orf75:_Protein_Njmu-R1_(Homo_sapiens)	415.5	0	0	0
chr2	EviAnn	gene	200658264	200677827	.	+	.	LOC_00012474	geneID=LOC_00012474	protein_coding	znf207:_BUB3-interacting_and_GLEBS_motif-containing_protein_ZNF207_(Xenopus_laevis)	1332.55	0	0	0
chr2	EviAnn	gene	200692477	200703896	.	-	.	LOC_00012475	geneID=LOC_00012475	protein_coding	function_unknown	123	417.952	1359.02	354.054
chr2	EviAnn	gene	200706127	200722108	.	+	.	LOC_00012476	geneID=LOC_00012476	protein_coding	CD63:_CD63_antigen_(Homo_sapiens)	663	0	0	0
chr2	EviAnn	gene	200724541	200734271	.	-	.	LOC_00012477	geneID=LOC_00012477	protein_coding	RDH5:_Retinol_dehydrogenase_5_(Bos_taurus)	960	23.9946	20.7824	10.3275
chr2	EviAnn	gene	200736822	200749795	.	-	.	LOC_00012478	geneID=LOC_00012478	protein_coding	BLOC1S1:_Biogenesis_of_lysosome-related_organelles_complex_1_subunit_1_(Pongo_abelii)	384	0	0	0
chr2	EviAnn	gene	200763990	200831912	.	+	.	LOC_00012479	geneID=LOC_00012479	protein_coding	ITGA7:_Integrin_alpha-7_(Homo_sapiens)	3228	4.65975	2.66311	0
chr2	EviAnn	gene	200843413	200870688	.	+	.	LOC_00012480	geneID=LOC_00012480	protein_coding	MCRS1:_Microspherule_protein_1_(Homo_sapiens)	1350	12.0605	0	3.45281
chr2	EviAnn	gene	200865726	200929589	.	-	.	LOC_00012481	geneID=LOC_00012481	protein_coding	Kcnh3:_Voltage-gated_inwardly_rectifying_potassium_channel_KCNH3_(Rattus_norvegicus)	3192	61.2978	83.5427	91.5391
chr2	EviAnn	gene	200964669	201008528	.	-	.	LOC_00012482	geneID=LOC_00012482	protein_coding	SPATS2:_Spermatogenesis-associated_serine-rich_protein_2_(Homo_sapiens)	1677	0	2.73166	0
chr2	EviAnn	gene	201010860	201017399	.	-	.	LOC_00012483	geneID=LOC_00012483	protein_coding	dnajc22:_DnaJ_homolog_subfamily_C_member_22_(Xenopus_tropicalis)	1005	0	0	0
chr2	EviAnn	gene	201100722	201132294	.	+	.	LOC_00012484	geneID=LOC_00012484	protein_coding	C1QL4:_Complement_C1q-like_protein_4_(Homo_sapiens)	744	0	0	0
chr2	EviAnn	gene	201158646	201181100	.	-	.	LOC_00012485	geneID=LOC_00012485	protein_coding	TROAP:_Tastin_(Homo_sapiens)	2082	0	0	0
chr2	EviAnn	gene	201192810	201205774	.	-	.	LOC_00012486	geneID=LOC_00012486	protein_coding	PRPH:_Peripherin_(Homo_sapiens)	1401	0	16.6079	0
chr2	EviAnn	gene	201214878	201237019	.	-	.	LOC_00012487	geneID=LOC_00012487	protein_coding	TUBA1C:_Tubulin_alpha-1C_chain_(Homo_sapiens)	962	0	11.3974	0
chr2	EviAnn	gene	201283656	201288130	.	-	.	LOC_00012488	geneID=LOC_00012488	protein_coding	function_unknown	414	152.56	249.427	311.294
chr2	EviAnn	gene	201288186	201316841	.	+	.	LOC_00012489	geneID=LOC_00012489	protein_coding	Tuba1a:_Tubulin_alpha-1A_chain_(Rattus_norvegicus)	1038.5	0	18.8745	0
chr2	EviAnn	gene	201323861	201373490	.	+	.	LOC_00012490	geneID=LOC_00012490	protein_coding	Lmbr1l:_Protein_LMBR1L_(Mus_musculus)	1461	0	0	0
chr2	EviAnn	gene	201378820	201396717	.	+	.	LOC_00012491	geneID=LOC_00012491	protein_coding	Dhh:_Desert_hedgehog_protein_(Mus_musculus)	1245	0	7.61487	0
chr2	EviAnn	gene	201404018	201420314	.	+	.	LOC_00012492	geneID=LOC_00012492	protein_coding	RHEBL1:_GTPase_RhebL1_(Homo_sapiens)	555	0	0	0
chr2	EviAnn	gene	201437472	201560284	.	+	.	LOC_00012493	geneID=LOC_00012493	protein_coding	KMT2D:_Histone-lysine_N-methyltransferase_2D_(Homo_sapiens)	3340.49	193.266	105.292	102.058
chr2	EviAnn	gene	201557141	201570952	.	-	.	LOC_00012494	geneID=LOC_00012494	protein_coding	ORMDL2:_ORM1-like_protein_2_(Gallus_gallus)	462	0	0	0
chr2	EviAnn	gene	201570671	201722024	.	+	.	LOC_00012495	geneID=LOC_00012495	protein_coding	Sarnp:_SAP_domain-containing_ribonucleoprotein_(Mus_musculus)	564	11.9819	0	0
chr2	EviAnn	gene	201694365	201722031	.	-	.	LOC_00012496	geneID=LOC_00012496	protein_coding	GDF11:_Growth/differentiation_factor_11_(Homo_sapiens)	862.607	444.485	280.707	206.291
chr2	EviAnn	gene	201732545	201732613	.	-	.	LOC_00012497	geneID=LOC_00012497	protein_coding	function_unknown	69	0	0	0
chr2	EviAnn	gene	201738809	201757347	.	-	.	LOC_00012498	geneID=LOC_00012498	protein_coding	Dnajc14:_DnaJ_homolog_subfamily_C_member_14_(Rattus_norvegicus)	1599	3.32086	11.4343	24.7231
chr2	EviAnn	gene	201765862	201780550	.	+	.	LOC_00012499	geneID=LOC_00012499	protein_coding	tmem198:_Transmembrane_protein_198_(Xenopus_tropicalis)	1059	0	4.61175	0
chr2	EviAnn	gene	201784046	201814024	.	-	.	LOC_00012500	geneID=LOC_00012500	protein_coding	Mmp19:_Matrix_metalloproteinase-19_(Mus_musculus)	1535	0	2.67762	0
chr2	EviAnn	gene	201829416	201836951	.	-	.	LOC_00012502	geneID=LOC_00012502	protein_coding	function_unknown	414	0	33.7241	0
chr2	EviAnn	gene	201829416	201838195	.	-	.	LOC_00012501	geneID=LOC_00012501	protein_coding	Pym1:_Partner_of_Y14_and_mago_(Mus_musculus)	645	0	0	0
chr2	EviAnn	gene	201895748	201930243	.	+	.	LOC_00012503	geneID=LOC_00012503	protein_coding	DGKA:_Diacylglycerol_kinase_alpha_(Sus_scrofa)	2289	0	0	0
chr2	EviAnn	gene	201936548	201956491	.	-	.	LOC_00012504	geneID=LOC_00012504	protein_coding	PMEL:_Melanocyte_protein_PMEL_(Gallus_gallus)	2130	0	6.24226	0
chr2	EviAnn	gene	201958161	201958283	.	-	.	LOC_00012505	geneID=LOC_00012505	protein_coding	function_unknown	99	0	0	0
chr2	EviAnn	gene	201967679	201992255	.	+	.	LOC_00012506	geneID=LOC_00012506	protein_coding	CDK2:_Cyclin-dependent_kinase_2_(Cricetulus_griseus)	900	19.4701	0	5.58985
chr2	EviAnn	gene	201992832	202024259	.	+	.	LOC_00012508	geneID=LOC_00012508	protein_coding	RAB5B:_Ras-related_protein_Rab-5B_(Gallus_gallus)	648	29.6707	60.454	34.2175
chr2	EviAnn	gene	202000450	202000494	.	+	.	LOC_00012507	geneID=LOC_00012507	protein_coding	function_unknown	39	0	0	0
chr2	EviAnn	gene	202026699	202145278	.	+	.	LOC_00012510	geneID=LOC_00012510	protein_coding	IKZF4:_Zinc_finger_protein_Eos_(Homo_sapiens)	1522.5	0	6.43776	8.51394
chr2	EviAnn	gene	202027306	202064840	.	+	.	LOC_00012509	geneID=LOC_00012509	protein_coding	SUOX:_Sulfite_oxidase,_mitochondrial_(Homo_sapiens)	1588.2	0	10.2833	5.12808
chr2	EviAnn	gene	202152207	202164297	.	-	.	LOC_00012511	geneID=LOC_00012511	protein_coding	ZSCAN12:_Zinc_finger_and_SCAN_domain-containing_protein_12_(Macaca_nemestrina)	1800	2.91197	7.51268	2.49785
chr2	EviAnn	gene	202168885	202183618	.	+	.	LOC_00012512	geneID=LOC_00012512	protein_coding	Rps26:_Small_ribosomal_subunit_protein_eS26_(Rattus_norvegicus)	377	0	0	68.0178
chr2	EviAnn	gene	202189431	202280200	.	+	.	LOC_00012513	geneID=LOC_00012513	protein_coding	Erbb3:_Receptor_tyrosine-protein_kinase_erbB-3_(Mus_musculus)	3966	1.25147	9.64888	0
chr2	EviAnn	gene	202292001	202317593	.	+	.	LOC_00012514	geneID=LOC_00012514	protein_coding	PA2G4:_Proliferation-associated_protein_2G4_(Homo_sapiens)	1087	0	0	0
chr2	EviAnn	gene	202324721	202329318	.	+	.	XLOC_007023U_lncRNA	geneID=XLOC_007023U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	202331279	202338121	.	+	.	LOC_00012515	geneID=LOC_00012515	protein_coding	ZC3H10:_Zinc_finger_CCCH_domain-containing_protein_10_(Homo_sapiens)	1188	0	0	0
chr2	EviAnn	gene	202377123	202387937	.	-	.	XLOC_008818U_lncRNA	geneID=XLOC_008818U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	202405109	202476925	.	-	.	LOC_00012516	geneID=LOC_00012516	protein_coding	ERN1:_Serine/threonine-protein_kinase/endoribonuclease_IRE1_(Homo_sapiens)	2778.83	14.5634	1.52338	0
chr2	EviAnn	gene	202484610	202487664	.	+	.	XLOC_007025U_lncRNA	geneID=XLOC_007025U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	202484703	202589362	.	-	.	LOC_00012517	geneID=LOC_00012517	protein_coding	TEX2:_Testis-expressed_protein_2_(Homo_sapiens)	838.29	14.1712	11.4159	0
chr2	EviAnn	gene	202489475	202514765	.	-	.	LOC_00012518	geneID=LOC_00012518	protein_coding	function_unknown	495	173.818	140.284	113.135
chr2	EviAnn	gene	202625216	202701626	.	-	.	LOC_00012519	geneID=LOC_00012519	protein_coding	PECAM1:_Platelet_endothelial_cell_adhesion_molecule_(Homo_sapiens)	1899	5.49094	10.2774	11.0344
chr2	EviAnn	gene	202702930	202703772	.	-	.	XLOC_008820U_lncRNA	geneID=XLOC_008820U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	202715247	202722038	.	+	.	LOC_00012520	geneID=LOC_00012520	protein_coding	function_unknown	447	0	0	0
chr2	EviAnn	gene	202742357	202753184	.	+	.	LOC_00012521	geneID=LOC_00012521	protein_coding	MILR1:_Allergin-1_(Homo_sapiens)	762	71.9575	6.95693	34.4962
chr2	EviAnn	gene	202743566	202763555	.	-	.	LOC_00012522	geneID=LOC_00012522	protein_coding	POLG2:_DNA_polymerase_subunit_gamma-2_(Homo_sapiens)	1611	36.2258	25.5117	36.7398
chr2	EviAnn	gene	202743566	202763555	.	-	.	LOC_00012523	geneID=LOC_00012523	protein_coding	function_unknown	318	119.944	26.3681	215.408
chr2	EviAnn	gene	202765897	202783296	.	-	.	LOC_00012524	geneID=LOC_00012524	protein_coding	Ddx5:_Probable_ATP-dependent_RNA_helicase_DDX5_(Mus_musculus)	1803	46.506	17.0435	19.8243
chr2	EviAnn	gene	202792304	202825045	.	+	.	LOC_00012525	geneID=LOC_00012525	protein_coding	CEP95:_Centrosomal_protein_of_95_kDa_(Homo_sapiens)	1578	3.3703	0	0
chr2	EviAnn	gene	202833983	202982919	.	-	.	LOC_00012526	geneID=LOC_00012526	protein_coding	SMURF2:_E3_ubiquitin-protein_ligase_SMURF2_(Homo_sapiens)	871	0	0	1.94545
chr2	EviAnn	gene	202989624	202999829	.	-	.	LOC_00012527	geneID=LOC_00012527	protein_coding	KPNA2:_Importin_subunit_alpha-1_(Homo_sapiens)	1440	26.1507	40.2753	34.4163
chr2	EviAnn	gene	203026737	203041001	.	+	.	LOC_00012528	geneID=LOC_00012528	protein_coding	UPF0450_protein_C17orf58_homolog_(Xenopus_laevis)	1347	96.7293	59.5782	29.147
chr2	EviAnn	gene	203027329	203142702	.	-	.	LOC_00012529	geneID=LOC_00012529	protein_coding	BPTF:_Nucleosome-remodeling_factor_subunit_BPTF_(Homo_sapiens)	9441	2.56304	12.2143	1.94411
chr2	EviAnn	gene	203151323	203188262	.	-	.	LOC_00012530	geneID=LOC_00012530	protein_coding	NOL11:_Nucleolar_protein_11_(Gallus_gallus)	1903.5	0	8.64186	0
chr2	EviAnn	gene	203195451	203400089	.	-	.	LOC_00012531	geneID=LOC_00012531	protein_coding	PITPNC1:_Cytoplasmic_phosphatidylinositol_transfer_protein_1_(Homo_sapiens)	893.426	32.7424	10.6362	10.5692
chr2	EviAnn	gene	203201775	203400078	.	-	.	LOC_00012532	geneID=LOC_00012532	protein_coding	function_unknown	576	0	10.1776	0
chr2	EviAnn	gene	203413384	203442289	.	+	.	LOC_00012533	geneID=LOC_00012533	protein_coding	PSMD12:_26S_proteasome_non-ATPase_regulatory_subunit_12_(Bos_taurus)	438	17.4722	0	10.8856
chr2	EviAnn	gene	203454513	203478459	.	+	.	LOC_00012534	geneID=LOC_00012534	protein_coding	function_unknown	348	0	0	0
chr2	EviAnn	gene	203481082	203628858	.	+	.	LOC_00012535	geneID=LOC_00012535	protein_coding	HELZ:_Probable_helicase_with_zinc_finger_domain_(Homo_sapiens)	1941	16.0827	29.9773	1.43633
chr2	EviAnn	gene	203580613	203601853	.	+	.	LOC_00012536	geneID=LOC_00012536	protein_coding	function_unknown	189	0	0	0
chr2	EviAnn	gene	203632166	203664579	.	-	.	LOC_00012537	geneID=LOC_00012537	protein_coding	CACNG1:_Voltage-dependent_calcium_channel_gamma-1_subunit_(Sus_scrofa)	684	46.0082	16.0562	39.7607
chr2	EviAnn	gene	203690690	203793560	.	-	.	LOC_00012538	geneID=LOC_00012538	protein_coding	Cacng4:_Voltage-dependent_calcium_channel_gamma-4_subunit_(Mus_musculus)	990	0	0	0
chr2	EviAnn	gene	203894890	203910116	.	-	.	LOC_00012539	geneID=LOC_00012539	protein_coding	Cacng5:_Voltage-dependent_calcium_channel_gamma-5_subunit_(Rattus_norvegicus)	840	0	0	0
chr2	EviAnn	gene	203987634	204281378	.	-	.	LOC_00012540	geneID=LOC_00012540	protein_coding	PRKCA:_Protein_kinase_C_alpha_type_(Oryctolagus_cuniculus)	1433	0	50.7047	0
chr2	EviAnn	gene	204314224	204314310	.	-	.	LOC_00012541	geneID=LOC_00012541	protein_coding	function_unknown	87	0	0	0
chr2	EviAnn	gene	204342147	204364418	.	+	.	LOC_00012542	geneID=LOC_00012542	protein_coding	APOH:_Beta-2-glycoprotein_1_(Pan_troglodytes)	961.5	0	0	0
chr2	EviAnn	gene	204381394	204793303	.	+	.	LOC_00012543	geneID=LOC_00012543	protein_coding	CEP112:_Centrosomal_protein_of_112_kDa_(Homo_sapiens)	2665.33	0	7.4302	0
chr2	EviAnn	gene	204862370	204914614	.	+	.	LOC_00012544	geneID=LOC_00012544	protein_coding	AXIN2:_Axin-2_(Homo_sapiens)	1673.67	0	17.7164	0
chr2	EviAnn	gene	205222067	205318903	.	-	.	LOC_00012545	geneID=LOC_00012545	protein_coding	Rgs9:_Regulator_of_G-protein_signaling_9_(Mus_musculus)	1011.33	0	0	0
chr2	EviAnn	gene	205311924	205318903	.	-	.	XLOC_008830U_lncRNA	geneID=XLOC_008830U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	205318570	205371429	.	+	.	LOC_00012546	geneID=LOC_00012546	protein_coding	GNA13:_Guanine_nucleotide-binding_protein_subunit_alpha-13_(Homo_sapiens)	1134	9.83731	0	0
chr2	EviAnn	gene	205372566	205454747	.	+	.	LOC_00012547	geneID=LOC_00012547	protein_coding	Amz2:_Archaemetzincin-2_(Mus_musculus)	973	0	0	0
chr2	EviAnn	gene	205402300	205563839	.	+	.	LOC_00012549	geneID=LOC_00012549	protein_coding	ARSG:_Arylsulfatase_G_(Homo_sapiens)	1623	45.7254	42.1662	56.0551
chr2	EviAnn	gene	205402549	205431478	.	+	.	XLOC_007035U_lncRNA	geneID=XLOC_007035U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	205413258	205434984	.	-	.	LOC_00012548	geneID=LOC_00012548	protein_coding	SLC16A6:_Monocarboxylate_transporter_7_(Homo_sapiens)	1252.25	109.561	135.224	99.7342
chr2	EviAnn	gene	205549901	205618933	.	-	.	LOC_00012550	geneID=LOC_00012550	protein_coding	Wipi1:_WD_repeat_domain_phosphoinositide-interacting_protein_1_(Mus_musculus)	1347	8.06077	17.3754	9.05101
chr2	EviAnn	gene	205556937	205618851	.	-	.	LOC_00012551	geneID=LOC_00012551	protein_coding	function_unknown	405	0	52.3919	34.5742
chr2	EviAnn	gene	205619084	205620064	.	+	.	XLOC_007039U_lncRNA	geneID=XLOC_007039U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	205635963	205660262	.	+	.	LOC_00012552	geneID=LOC_00012552	protein_coding	PRKAR1A:_cAMP-dependent_protein_kinase_type_I-alpha_regulatory_subunit_(Gallus_gallus)	1149	0	8.36814	8.32771
chr2	EviAnn	gene	205662117	205710459	.	-	.	LOC_00012553	geneID=LOC_00012553	protein_coding	FAM20A:_Pseudokinase_FAM20A_(Homo_sapiens)	1125	0	5.9042	0
chr2	EviAnn	gene	205765750	205801054	.	-	.	LOC_00012554	geneID=LOC_00012554	protein_coding	function_unknown	517	0	0	0
chr2	EviAnn	gene	206130796	206235502	.	+	.	LOC_00012555	geneID=LOC_00012555	protein_coding	ABCA8:_ABC-type_organic_anion_transporter_ABCA8_(Homo_sapiens)	4878	0	0	0
chr2	EviAnn	gene	206248242	206335546	.	+	.	LOC_00012556	geneID=LOC_00012556	protein_coding	ABCA8:_ABC-type_organic_anion_transporter_ABCA8_(Homo_sapiens)	2438.5	0	0	31.4103
chr2	EviAnn	gene	206338083	206415741	.	-	.	LOC_00012557	geneID=LOC_00012557	protein_coding	ABCA5:_Cholesterol_transporter_ABCA5_(Homo_sapiens)	1849.88	0	0	0
chr2	EviAnn	gene	206415358	206416070	.	+	.	XLOC_007043U_lncRNA	geneID=XLOC_007043U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	206442868	206528774	.	-	.	LOC_00012558	geneID=LOC_00012558	protein_coding	ABCA5:_Cholesterol_transporter_ABCA5_(Homo_sapiens)	3649.5	0	0	0
chr2	EviAnn	gene	206583022	206585319	.	+	.	LOC_00012559	geneID=LOC_00012559	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr2	EviAnn	gene	206610976	206768022	.	+	.	LOC_00012560	geneID=LOC_00012560	protein_coding	Map2k6:_Dual_specificity_mitogen-activated_protein_kinase_kinase_6_(Mus_musculus)	830.4	0	0	0
chr2	EviAnn	gene	207057912	207137559	.	+	.	LOC_00012561	geneID=LOC_00012561	protein_coding	Kcnj16:_Inward_rectifier_potassium_channel_16_(Rattus_norvegicus)	1272	0	3.71342	0
chr2	EviAnn	gene	207180785	207185970	.	+	.	LOC_00012562	geneID=LOC_00012562	protein_coding	KCNJ2:_Inward_rectifier_potassium_channel_2_(Gallus_gallus)	1305	0	0	0
chr2	EviAnn	gene	208102157	208118832	.	-	.	LOC_00012563	geneID=LOC_00012563	protein_coding	function_unknown	553.5	0	0	0
chr2	EviAnn	gene	208511883	208511960	.	+	.	LOC_00012564	geneID=LOC_00012564	protein_coding	function_unknown	78	0	0	0
chr2	EviAnn	gene	208828402	208851860	.	+	.	LOC_00012565	geneID=LOC_00012565	protein_coding	SOX9:_Transcription_factor_SOX-9_(Callithrix_jacchus)	1500	0	9.21819	0
chr2	EviAnn	gene	209281376	209693189	.	-	.	LOC_00012566	geneID=LOC_00012566	protein_coding	SLC39A11:_Zinc_transporter_ZIP11_(Homo_sapiens)	1050	0	0	0
chr2	EviAnn	gene	209723538	209732877	.	+	.	LOC_00012567	geneID=LOC_00012567	protein_coding	SSTR2:_Somatostatin_receptor_type_2_(Sus_scrofa)	1119	0	0	0
chr2	EviAnn	gene	209764436	210426137	.	+	.	LOC_00012568	geneID=LOC_00012568	protein_coding	COG1:_Conserved_oligomeric_Golgi_complex_subunit_1_(Homo_sapiens)	2294.65	113.975	108.863	80.5151
chr2	EviAnn	gene	209781471	209789726	.	-	.	LOC_00012569	geneID=LOC_00012569	protein_coding	VCF1:_Protein_VCF1_(Homo_sapiens)	516	54.4825	103.942	120.533
chr2	EviAnn	gene	209789876	209805259	.	+	.	LOC_00012570	geneID=LOC_00012570	protein_coding	MTNAP1:_Mitochondrial_nucleoid-associated_protein_1_(Homo_sapiens)	1039.29	0	0	0
chr2	EviAnn	gene	209824426	209853614	.	-	.	LOC_00012571	geneID=LOC_00012571	protein_coding	Cdc42ep4:_Cdc42_effector_protein_4_(Mus_musculus)	1026	0	9.58266	4.76423
chr2	EviAnn	gene	209877917	210277342	.	-	.	LOC_00012572	geneID=LOC_00012572	protein_coding	SDK2:_Protein_sidekick-2_(Gallus_gallus)	6466.5	0	5.22469	0
