"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052545.1","BestRefSeq%2CGnomon","gene",114181,119553,".","-",".","gene-RSL1D1","Name=RSL1D1","protein_coding","Dbxref=CGNC:2075,GeneID:416416",1333.5,4.70998,6.59352,4.43602,5.24650666666667,2.39135713855806
"NC_052545.1","BestRefSeq%2CGnomon","gene",125136,151085,".","-",".","gene-GSPT2","Name=GSPT2","protein_coding","Dbxref=CGNC:54531,GeneID:768522",1706.9,8.64539,9.59754,10.8649,9.70261,3.27837288416171
"NC_052545.1","Gnomon","gene",150956,242804,".","+",".","gene-SNX29","Name=SNX29","protein_coding","Dbxref=CGNC:50249,GeneID:416417",2511,1.3036,0.886799,1.09047,1.093623,0.12911548971445
"NC_052545.1","Gnomon","gene",246776,333381,".","+",".","gene-LOC124417203","Name=LOC124417203","protein_coding","Dbxref=GeneID:124417203",1695,0.277404,12.6099,11.0091,7.965468,2.99375912778248
"NC_052545.1","BestRefSeq%2CGnomon","gene",261631,314014,".","-",".","gene-CPPED1","Name=CPPED1","protein_coding","Dbxref=CGNC:50250,GeneID:416418",671.141,96.4354,78.1002,61.6614,78.7323333333333,6.29888432985719
"NC_052545.1","Gnomon","gene",334108,491171,".","+",".","gene-SHISA9","Name=SHISA9","protein_coding","Dbxref=CGNC:50251,GeneID:416419",1176,0.187301,0,0,0.0624336666666667,-4.00153199345848
"NC_052545.1","BestRefSeq%2CGnomon","gene",679496,692334,".","+",".","gene-ERCC4","Name=ERCC4","protein_coding","Dbxref=CGNC:2155,GeneID:416420",2712,1.05122,1.04021,1.1369,1.07611,0.10582555776744
"NC_052545.1","Gnomon","gene",702269,766359,".","+",".","gene-MKL2","Name=MKL2","protein_coding","Dbxref=CGNC:2189,GeneID:416421",3218.24,3.44881,2.83343,4.40756,3.56326666666667,1.83320045548398
"NC_052545.1","Gnomon","gene",770842,798686,".","+",".","gene-LOC121106759","Name=LOC121106759","protein_coding","Dbxref=CGNC:86640,GeneID:121106759",1284,6.27119,5.6986,4.11006,5.35995,2.42221954264415
"NC_052545.1","BestRefSeq","gene",803682,839283,".","-",".","gene-PARN","Name=PARN","protein_coding","Dbxref=CGNC:50253,GeneID:416423",1908,2.73481,2.27264,2.84902,2.61882333333333,1.38891873829839
"NC_052545.1","Gnomon","gene",839357,848677,".","+",".","gene-BFAR","Name=BFAR","protein_coding","Dbxref=CGNC:2253,GeneID:416424",1350,3.20367,2.21776,3.39847,2.93996666666667,1.55579979788228
"NC_052545.1","BestRefSeq%2CGnomon","gene",849130,872960,".","-",".","gene-PLA2G10","Name=PLA2G10","protein_coding","Dbxref=CGNC:50254,GeneID:416425",474,0.590665,0,0,0.196888333333333,-2.34455046836506
"NC_052545.1","Gnomon","gene",873194,898708,".","+",".","gene-ZC3H7A","Name=ZC3H7A","protein_coding","Dbxref=CGNC:2278,GeneID:416426",2916,5.42513,4.95557,7.09047,5.82372333333333,2.54194181928851
"NC_052545.1","Gnomon","gene",899687,920615,".","+",".","gene-TXNDC11","Name=TXNDC11","protein_coding","Dbxref=CGNC:2287,GeneID:416428",2493.68,3.69345,4.51241,3.58712,3.93099333333333,1.97489391706267
"NC_052545.1","BestRefSeq%2CGnomon","gene",920875,925473,".","-",".","gene-SNN","Name=SNN","protein_coding","Dbxref=CGNC:17255,GeneID:416429",264,1.65702,1.62207,3.40146,2.22685,1.15500438185968
"NC_052545.1","BestRefSeq%2CGnomon","gene",925629,945258,".","+",".","gene-LITAF","Name=LITAF","protein_coding","Dbxref=CGNC:2338,GeneID:374125",447,6.44007,4.44306,4.5774,5.15351,2.36555537107874
"NC_052545.1","Gnomon","gene",951594,970918,".","-",".","gene-USP42","Name=USP42","protein_coding","Dbxref=CGNC:2460,GeneID:416431",3972,0.302069,0.597917,0.863686,0.587890666666667,-0.76638022098949
"NC_052545.1","BestRefSeq%2CGnomon","gene",971301,987262,".","+",".","gene-EIF2AK1","Name=EIF2AK1","protein_coding","Dbxref=CGNC:2470,GeneID:395360",1908,5.79779,5.62749,10.4705,7.29859333333333,2.86761843843442
"NC_052545.1","Gnomon","gene",982826,984738,".","-",".","gene-ANKRD61","Name=ANKRD61","protein_coding","Dbxref=CGNC:71536,GeneID:101752127",819,0.573944,0.283545,1.16123,0.672906333333333,-0.571522395163341
"NC_052545.1","Gnomon","gene",987449,989843,".","-",".","gene-AIMP2","Name=AIMP2","protein_coding","Dbxref=CGNC:54930,GeneID:769030",939,14.606,13.2329,17.836,15.2249666666667,3.92836716440568
"NC_052545.1","BestRefSeq","gene",990074,1002370,".","+",".","gene-PMS2","Name=PMS2","protein_coding","Dbxref=CGNC:71591,GeneID:101752182",2610,0.860182,1.47018,1.18404,1.17146733333333,0.228316724841181
"NC_052545.1","Gnomon","gene",1002639,1023569,".","+",".","gene-RSPH10B","Name=RSPH10B","protein_coding","Dbxref=CGNC:63448,GeneID:100859701",2424,0.084589,0.418491,0.256179,0.253086333333333,-1.9822984908942
"NC_052545.1","BestRefSeq%2CGnomon","gene",1016223,1030851,".","-",".","gene-CCZ1","Name=CCZ1","protein_coding","Dbxref=CGNC:50256,GeneID:416433",1329,7.33645,5.96535,11.4718,8.25786666666667,3.04576912463038
"NC_052545.1","Gnomon","gene",1081626,1119367,".","+",".","gene-LMTK2","Name=LMTK2","protein_coding","Dbxref=CGNC:2537,GeneID:769200",4479,3.8228,3.51961,5.91748,4.41996333333333,2.14403440150866
"NC_052545.1","BestRefSeq%2CGnomon","gene",1121944,1147761,".","-",".","gene-TECPR1","Name=TECPR1","protein_coding","Dbxref=CGNC:50257,GeneID:416436",3421.23,5.17587,3.47453,5.00488,4.55176,2.1864244908743
"NC_052545.1","Gnomon","gene",1146216,1158172,".","+",".","gene-BRI3","Name=BRI3","protein_coding","Dbxref=CGNC:66536,GeneID:427655",909,78.6926,65.5179,68.0647,70.7584,6.14482952083881
"NC_052545.1","BestRefSeq%2CGnomon","gene",1159567,1194291,".","-",".","gene-BAIAP2L1","Name=BAIAP2L1","protein_coding","Dbxref=CGNC:2589,GeneID:416437",1439.48,11.1812,11.4244,10.765,11.1235333333333,3.47554322043
"NC_052545.1","Gnomon","gene",1194465,1247215,".","+",".","gene-NPTX2","Name=NPTX2","protein_coding","Dbxref=CGNC:2600,GeneID:416438",1305,0.499244,0.987401,0.336276,0.607640333333333,-0.718710460121848
"NC_052545.1","Gnomon","gene",1319846,1329542,".","-",".","gene-TMEM130","Name=TMEM130","protein_coding","Dbxref=CGNC:2605,GeneID:416439",1278,1.53353,1.13427,1.11129,1.25969666666667,0.333076376439182
"NC_052545.1","Gnomon","gene",1325902,1404389,".","+",".","gene-TRRAP","Name=TRRAP","protein_coding","Dbxref=CGNC:2626,GeneID:416440",11528.2,1.74239,1.86024,2.6133,2.07197666666667,1.05100775636721
"NC_052545.1","Gnomon","gene",1737389,1790838,".","+",".","gene-FAM20C","Name=FAM20C","protein_coding","Dbxref=CGNC:2655,GeneID:416445",1671,9.3549,12.0047,12.2567,11.2054333333333,3.48612653630709
"NC_052545.1","BestRefSeq","gene",1998800,2019762,".","-",".","gene-PDGFA","Name=PDGFA","protein_coding","Dbxref=CGNC:49079,GeneID:374196",585,1.7625,3.91402,1.78581,2.48744333333333,1.31466365986727
"NC_052545.1","Gnomon","gene",2039210,2127764,".","-",".","gene-PRKAR1B","Name=PRKAR1B","protein_coding","Dbxref=CGNC:2686,GeneID:416446",1269,2.74816,2.86133,2.92477,2.84475333333333,1.50830356282897
"NC_052545.1","Gnomon","gene",2127827,2148214,".","+",".","gene-DNAAF5","Name=DNAAF5","protein_coding","Dbxref=CGNC:2694,GeneID:416447",2502,1.06322,0.566483,1.56866,1.066121,0.0923711868713233
"NC_052545.1","Gnomon","gene",2150503,2182637,".","+",".","gene-SUN1","Name=SUN1","protein_coding","Dbxref=CGNC:2766,GeneID:416449",2612.46,9.37443,8.33556,8.44298,8.71765666666667,3.12394038618203
"NC_052545.1","BestRefSeq%2CGnomon","gene",2182890,2192372,".","+",".","gene-GET4","Name=GET4","protein_coding","Dbxref=CGNC:2779,GeneID:416450",984,19.5779,20.1241,19.3636,19.6885333333333,4.29928373880651
"NC_052545.1","Gnomon","gene",2193230,2233222,".","-",".","gene-ADAP1","Name=ADAP1","protein_coding","Dbxref=CGNC:2796,GeneID:416451",1128,33.2047,40.0164,53.2179,42.1463333333333,5.3973352192477
"NC_052545.1","BestRefSeq%2CGnomon","gene",2242177,2244377,".","-",".","gene-COX19","Name=COX19","protein_coding","Dbxref=CGNC:66259,GeneID:416452",294.386,7.88781,13.3527,21.2713,14.1706033333333,3.82482927921795
"NC_052545.1","BestRefSeq%2CGnomon","gene",2244341,2256214,".","+",".","gene-CYP2AC7","Name=CYP2AC7","protein_coding","Dbxref=CGNC:53158,GeneID:427657",1452,0,0.14023,0,0.0467433333333333,-4.41909557135793
"NC_052545.1","Gnomon","gene",2248143,2280948,".","-",".","gene-CYP2W2","Name=CYP2W2","protein_coding","Dbxref=GeneID:416454",1518,6.04312,8.07185,3.60421,5.90639333333333,2.56227743523146
"NC_052545.1","Gnomon","gene",2257319,2267672,".","+",".","gene-CYP2W1","Name=CYP2W1","protein_coding","Dbxref=GeneID:416453",1317,0.988237,0.814396,1.24892,1.01718433333333,0.0245811469318817
"NC_052545.1","Gnomon","gene",2283178,2378313,".","-",".","gene-C7orf50","Name=C7orf50","protein_coding","Dbxref=CGNC:2976,GeneID:416455",657,0.756628,1.12071,1.91541,1.26424933333333,0.338281017700358
"NC_052545.1","BestRefSeq%2CGnomon","gene",2307496,2343238,".","+",".","gene-GPR146","Name=GPR146","protein_coding","Dbxref=CGNC:2978,GeneID:416456",1037.85,26.6156,20.796,19.8415,22.4177,4.48656636371725
"NC_052545.1","Gnomon","gene",2380656,2383703,".","-",".","gene-ZFAND2A","Name=ZFAND2A","protein_coding","Dbxref=CGNC:2260,GeneID:425104",484.493,7.43917,2.99937,2.56889,4.33581,2.11630153758117
"NC_052545.1","Gnomon","gene",2531148,2564180,".","-",".","gene-MICALL2","Name=MICALL2","protein_coding","Dbxref=CGNC:50260,GeneID:416460",2357.75,5.66317,4.87352,6.45536,5.66401666666667,2.50182551063312
"NC_052545.1","Gnomon","gene",2563587,2590961,".","-",".","gene-INTS1","Name=INTS1","protein_coding","Dbxref=CGNC:3010,GeneID:416461",6562.89,4.71167,4.81174,6.54005,5.35448666666667,2.42074827078263
"NC_052545.1","Gnomon","gene",2591349,2604251,".","-",".","gene-GAA2","Name=GAA2","protein_coding","Dbxref=CGNC:3070,GeneID:416462",2799,36.1662,40.3178,35.7123,37.3987666666667,5.2249187887109
"NC_052545.1","BestRefSeq%2CGnomon","gene",2601131,2615791,".","+",".","gene-MAFK","Name=MAFK","protein_coding","Dbxref=CGNC:49359,GeneID:395518",531,12.0661,21.9567,14.1101,16.0443,4.00398894224728
"NC_052545.1","Gnomon","gene",2617665,2627697,".","-",".","gene-TMEM184A","Name=TMEM184A","protein_coding","Dbxref=CGNC:3084,GeneID:769655",1269,6.69864,9.34154,10.76,8.93339333333333,3.15920828455953
"NC_052545.1","BestRefSeq%2CGnomon","gene",2627179,2630607,".","-",".","gene-PSMG3","Name=PSMG3","protein_coding","Dbxref=CGNC:3088,GeneID:416463",369,24.396,39.4384,40.7912,34.8752,5.12412958532541
"NC_052545.1","Gnomon","gene",2659603,2746465,".","+",".","gene-ELFN1","Name=ELFN1","protein_coding","Dbxref=CGNC:3092,GeneID:416465",2406,0,0,0.086074,0.0286913333333333,-5.12324117570471
"NC_052545.1","Gnomon","gene",2760330,3080346,".","-",".","gene-MAD1L1","Name=MAD1L1","protein_coding","Dbxref=CGNC:3103,GeneID:427658",1438.85,4.17636,9.478,7.60123,7.08519666666667,2.82480789916826
"NC_052545.1","BestRefSeq%2CGnomon","gene",3081094,3083359,".","-",".","gene-MRM2","Name=MRM2","protein_coding","Dbxref=CGNC:3114,GeneID:416466",735,5.90474,4.86054,6.63996,5.80174666666667,2.53648730161606
"NC_052545.1","BestRefSeq","gene",3083387,3087391,".","+",".","gene-NUDT1","Name=NUDT1","protein_coding","Dbxref=CGNC:3119,GeneID:416467",471,24.4422,22.3347,19.9656,22.2475,4.47557132129255
"NC_052545.1","Gnomon","gene",3087929,3112332,".","-",".","gene-SNX8","Name=SNX8","protein_coding","Dbxref=CGNC:3128,GeneID:416468",1347,5.62045,12.0904,8.8373,8.84938333333333,3.14557692492003
"NC_052545.1","Gnomon","gene",3112857,3129103,".","+",".","gene-EIF3B","Name=EIF3B","protein_coding","Dbxref=CGNC:55528,GeneID:769783",2397,37.5806,31.5093,42.0861,37.0586666666667,5.21173907047834
"NC_052545.1","Gnomon","gene",3138295,3145413,".","+",".","gene-CHST12","Name=CHST12","protein_coding","Dbxref=CGNC:3145,GeneID:416469",1572,1.08166,1.8723,2.9386,1.96418666666667,0.973932042828407
"NC_052545.1","BestRefSeq","gene",3230059,3240435,".","+",".","gene-LFNG","Name=LFNG","protein_coding","Dbxref=CGNC:3150,GeneID:395790",1092,5.30326,3.22646,4.74179,4.42383666666667,2.14529812053193
"NC_052545.1","Gnomon","gene",3244313,3314475,".","-",".","gene-TTYH3","Name=TTYH3","protein_coding","Dbxref=CGNC:3169,GeneID:416470",1575,7.82555,9.60873,8.01866,8.48431333333333,3.08479790187965
"NC_052545.1","Gnomon","gene",3303533,3343454,".","-",".","gene-IQCE","Name=IQCE","protein_coding","Dbxref=CGNC:3181,GeneID:416473",2052,7.17939,6.1477,8.79219,7.37309333333333,2.8822700196423
"NC_052545.1","Gnomon","gene",3343795,3351819,".","+",".","gene-BRAT1","Name=BRAT1","protein_coding","Dbxref=CGNC:3199,GeneID:769893",2235,0.922507,0.960107,0.465672,0.782762,-0.353354374362398
"NC_052545.1","Gnomon","gene",3376907,3415633,".","-",".","gene-GNA12","Name=GNA12","protein_coding","Dbxref=CGNC:3217,GeneID:769924",1152,2.30136,3.03386,4.26397,3.19973,1.6779501725829
"NC_052545.1","BestRefSeq%2CGnomon","gene",3433403,3473539,".","-",".","gene-CARD11","Name=CARD11","protein_coding","Dbxref=CGNC:50263,GeneID:416476",3486,0.461403,0.742019,0.523863,0.575761666666667,-0.796456355223363
"NC_052545.1","BestRefSeq%2CGnomon","gene",3526948,3892284,".","+",".","gene-SDK1","Name=SDK1","protein_coding","Dbxref=CGNC:48946,GeneID:373894",6768,0.581615,0.604497,0.674822,0.620311333333333,-0.688935611128057
"NC_052545.1","BestRefSeq%2CGnomon","gene",3895512,3906901,".","+",".","gene-CYP3A4","Name=CYP3A4","protein_coding","Dbxref=CGNC:50264,GeneID:416477",1533,3.05834,3.86158,1.54457,2.82149666666667,1.49646064517457
"NC_052545.1","BestRefSeq","gene",3929945,3939769,".","-",".","gene-CYP3A5","Name=CYP3A5","protein_coding","Dbxref=CGNC:49925,GeneID:414832",1527,4.18861,37.2859,5.50006,15.65819,3.9688455496017
"NC_052545.1","Gnomon","gene",3960897,4010707,".","+",".","gene-FOXK1","Name=FOXK1","protein_coding","Dbxref=CGNC:3289,GeneID:395463",1971,9.50504,8.35866,10.5564,9.47336666666667,3.2438772250752
"NC_052545.1","Gnomon","gene",4012133,4021828,".","+",".","gene-AP5Z1","Name=AP5Z1","protein_coding","Dbxref=CGNC:3298,GeneID:416478",2268,7.53761,5.91142,9.82477,7.75793333333333,2.95567237833354
"NC_052545.1","Gnomon","gene",4021895,4041069,".","-",".","gene-RADIL","Name=RADIL","protein_coding","Dbxref=CGNC:50265,GeneID:416479",3345,0.240877,0.11919,0.121552,0.160539666666667,-2.6389982876781
"NC_052545.1","BestRefSeq%2CGnomon","gene",4055495,4076334,".","+",".","gene-WIPI2","Name=WIPI2","protein_coding","Dbxref=CGNC:3368,GeneID:416481",1305.22,14.1425,15.6525,15.0492,14.9480666666667,3.90188699798779
"NC_052545.1","Gnomon","gene",4079208,4092995,".","+",".","gene-SLC29A4","Name=SLC29A4","protein_coding","Dbxref=CGNC:52506,GeneID:425593",1575,1.88893,1.59143,1.25357,1.57797666666667,0.65807587256736
"NC_052545.1","Gnomon","gene",4093838,4141444,".","-",".","gene-TNRC18","Name=TNRC18","protein_coding","Dbxref=CGNC:50266,GeneID:416482",8754.8,15.9705,15.5026,20.8941,17.4557333333333,4.12562906215555
"NC_052545.1","Gnomon","gene",4141829,4149673,".","+",".","gene-LOC124417207","Name=LOC124417207","protein_coding","Dbxref=GeneID:124417207",945,0.2416,0.238792,0,0.160130666666667,-2.64267846966162
"NC_052545.1","BestRefSeq%2CGnomon","gene",4146163,4177807,".","-",".","gene-FBXL18","Name=FBXL18","protein_coding","Dbxref=CGNC:3408,GeneID:416484",2136,3.8738,4.50287,4.20443,4.1937,2.06822366067328
"NC_052545.1","BestRefSeq","gene",4180680,4184911,".","-",".","gene-ACTB","Name=ACTB","protein_coding","Dbxref=CGNC:49855,GeneID:396526",1128,995.354,1008.96,1148.55,1050.95466666667,10.0374847240994
"NC_052545.1","BestRefSeq","gene",4196370,4203790,".","+",".","gene-FSCN1","Name=FSCN1","protein_coding","Dbxref=CGNC:14444,GeneID:416485",1473,8.864,9.7729,7.19243,8.60977666666667,3.10597581531419
"NC_052545.1","Gnomon","gene",4204562,4268344,".","-",".","gene-RNF216","Name=RNF216","protein_coding","Dbxref=CGNC:3426,GeneID:416486",2787,2.99108,2.9598,4.27096,3.40728,1.76862050863564
"NC_052545.1","Gnomon","gene",4269664,4271112,".","+",".","gene-LOC101747873","Name=LOC101747873","protein_coding","Dbxref=CGNC:67366,GeneID:101747873",1053,0,0.420665,0.215071,0.211912,-2.23846280896913
"NC_052545.1","Gnomon","gene",4273617,4316876,".","-",".","gene-SMURF1","Name=SMURF1","protein_coding","Dbxref=CGNC:3447,GeneID:416487",2198.46,3.94359,4.16642,5.2124,4.44080333333333,2.15082068112099
"NC_052545.1","BestRefSeq","gene",4356161,4371264,".","+",".","gene-ARPC1A","Name=ARPC1A","protein_coding","Dbxref=CGNC:3478,GeneID:770269",1113,32.5237,26.237,30.2502,29.6703,4.89094760904373
"NC_052545.1","BestRefSeq","gene",4373755,4379416,".","+",".","gene-ARPC1B","Name=ARPC1B","protein_coding","Dbxref=CGNC:15421,GeneID:416490",1110,9.00694,8.31117,15.1724,10.83017,3.43698398383841
"NC_052545.1","Gnomon","gene",4379430,4388517,".","-",".","gene-PDAP1","Name=PDAP1","protein_coding","Dbxref=CGNC:3481,GeneID:416491",543,23.3989,33.6682,22.7316,26.5995666666667,4.7333308378716
"NC_052545.1","Gnomon","gene",4388550,4390916,".","+",".","gene-BUD31","Name=BUD31","protein_coding","Dbxref=CGNC:3487,GeneID:416492",435,31.5338,50.9075,34.0726,38.8379666666667,5.27939576637811
"NC_052545.1","BestRefSeq","gene",4391389,4396138,".","-",".","gene-PTCD1","Name=PTCD1","protein_coding","Dbxref=CGNC:3492,GeneID:416493",2148,4.71694,3.52395,4.17918,4.14002333333333,2.04963889883316
"NC_052545.1","BestRefSeq","gene",4396253,4403185,".","+",".","gene-CPSF4","Name=CPSF4","protein_coding","Dbxref=CGNC:3494,GeneID:416494",732,8.90261,12.3765,8.67646,9.98519,3.31978987979242
"NC_052545.1","BestRefSeq","gene",4403868,4404927,".","-",".","gene-ATP5J2","Name=ATP5J2","protein_coding","Dbxref=CGNC:66260,GeneID:416495",270,1742.5,2488.5,1729.59,1986.86333333333,10.9562769246864
"NC_052545.1","BestRefSeq%2CGnomon","gene",4500020,4521721,".","-",".","gene-MAP2K3","Name=MAP2K3","protein_coding","Dbxref=CGNC:50268,GeneID:416496",1038,5.1924,7.48555,8.71871,7.13222,2.83435120492783
"NC_052545.1","BestRefSeq","gene",4523301,4529560,".","+",".","gene-NATD1","Name=NATD1","protein_coding","Dbxref=CGNC:50269,GeneID:416497",333,6.2446,2.04585,4.24453,4.17832666666667,2.06292528846938
"NC_052545.1","BestRefSeq","gene",4532016,4539870,".","+",".","gene-TMEM11","Name=TMEM11","protein_coding","Dbxref=CGNC:3522,GeneID:427663",585,34.8094,32.6168,33.0375,33.4879,5.06556800349163
"NC_052545.1","Gnomon","gene",4542478,4553526,".","-",".","gene-DHRS7B","Name=DHRS7B","protein_coding","Dbxref=CGNC:3530,GeneID:416499",975,5.3552,3.22199,4.23735,4.27151333333333,2.09474728570011
"NC_052545.1","Gnomon","gene",4543854,4561009,".","+",".","gene-LOC121106543","Name=LOC121106543","protein_coding","Dbxref=CGNC:86426,GeneID:121106543",627,1.60802,2.38132,2.03585,2.00839666666667,1.00604423568132
"NC_052545.1","Gnomon","gene",4567622,4655536,".","+",".","gene-USP22","Name=USP22","protein_coding","Dbxref=CGNC:50271,GeneID:416501",1571.3,15.0154,13.3066,14.3846,14.2355333333333,3.83142463945623
"NC_052545.1","Gnomon","gene",4670009,4728281,".","+",".","gene-MPRIP","Name=MPRIP","protein_coding","Dbxref=CGNC:50272,GeneID:416502",3680.56,20.2735,19.4807,26.019,21.9244,4.45446545619504
"NC_052545.1","Gnomon","gene",4731873,4734154,".","-",".","gene-PLD6","Name=PLD6","protein_coding","Dbxref=CGNC:77584,GeneID:107054610",618,3.27762,0.40446,2.48998,2.05735333333333,1.04078958602251
"NC_052545.1","Gnomon","gene",4735383,4750160,".","-",".","gene-FLCN","Name=FLCN","protein_coding","Dbxref=CGNC:3575,GeneID:416503",1740,9.91689,9.21173,10.7477,9.95877333333333,3.31596805003395
"NC_052545.1","BestRefSeq%2CGnomon","gene",4749655,4760856,".","-",".","gene-COPS3","Name=COPS3","protein_coding","Dbxref=CGNC:3588,GeneID:416504",1212,7.78141,7.6227,9.48316,8.29575666666667,3.05237357725844
"NC_052545.1","Gnomon","gene",4762782,4769282,".","+",".","gene-NT5M","Name=NT5M","protein_coding","Dbxref=CGNC:3594,GeneID:416505",699,4.19369,4.14191,5.30659,4.54739666666667,2.18504085498916
"NC_052545.1","BestRefSeq","gene",4785237,4789130,".","+",".","gene-MED9","Name=MED9","protein_coding","Dbxref=CGNC:3601,GeneID:416506",363,22.39,11.4547,20.0581,17.9676,4.16732581039436
"NC_052545.1","BestRefSeq","gene",4790963,4792840,".","-",".","gene-RASD1","Name=RASD1","protein_coding","Dbxref=CGNC:3609,GeneID:416507",837,17.0479,11.5983,13.5696,14.0719333333333,3.81474864796783
"NC_052545.1","BestRefSeq%2CGnomon","gene",4798071,4835659,".","-",".","gene-PEMT","Name=PEMT","protein_coding","Dbxref=CGNC:3619,GeneID:416508",717.797,47.6501,41.1532,44.5525,44.4519333333333,5.47417426196842
"NC_052545.1","Gnomon","gene",4852124,4913339,".","+",".","gene-RAI1","Name=RAI1","protein_coding","Dbxref=CGNC:3630,GeneID:427664",5682,1.32194,1.27403,1.26429,1.28675333333333,0.363735519849472
